article_id,published_date,extracted_date,iso3,country,disease_code,disease_mention,relevance_score,is_epidemiological_event,host_mention,language,source_outlet,title,data_realism
PADI-0022148,2024-05-23,2024-05-24,MDA,Moldova,ASF,African swine fever,0.752,True,Sus scrofa domesticus,fr,outlet_01,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022149,2024-05-21,2024-05-22,MDA,Moldova,ASF,African swine fever,0.523,True,Sus scrofa (wild boar),fr,outlet_10,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022150,2024-05-25,2024-05-26,MDA,Moldova,ASF,African swine fever,0.656,True,Sus scrofa domesticus,fr,outlet_33,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022151,2024-05-20,2024-05-21,MDA,Moldova,ASF,African swine fever,0.662,True,Sus scrofa (wild boar),es,outlet_44,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022152,2024-05-25,2024-05-26,MDA,Moldova,ASF,African swine fever,0.865,True,Sus scrofa domesticus,en,outlet_30,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022153,2024-05-21,2024-05-22,RUS,Russian Federation,ASF,African swine fever,0.646,True,Sus scrofa (wild boar),en,outlet_29,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022154,2024-05-23,2024-05-24,RUS,Russian Federation,ASF,African swine fever,0.835,True,Sus scrofa (wild boar),en,outlet_39,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022155,2024-05-20,2024-05-21,RUS,Russian Federation,ASF,African swine fever,0.525,True,Sus scrofa domesticus,es,outlet_37,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022156,2024-05-24,2024-05-25,TUR,Türkiye,ASF,African swine fever,0.685,True,Sus scrofa (wild boar),fr,outlet_25,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022157,2024-05-26,2024-05-27,TUR,Türkiye,ASF,African swine fever,0.27,False,Sus scrofa (wild boar),en,outlet_43,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022158,2024-05-22,2024-05-23,ISR,Israel,ASF,African swine fever,0.559,True,Sus scrofa domesticus,en,outlet_17,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0022159,2024-05-22,2024-05-23,ISR,Israel,ASF,African swine fever,0.914,True,Sus scrofa (wild boar),en,outlet_36,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0022160,2024-05-25,2024-05-26,ISR,Israel,ASF,African swine fever,0.533,True,Sus scrofa domesticus,fr,outlet_40,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0022161,2024-05-26,2024-05-27,EGY,Egypt,ASF,African swine fever,0.872,True,Sus scrofa (wild boar),es,outlet_27,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0022162,2024-05-24,2024-05-25,EGY,Egypt,ASF,African swine fever,0.852,True,Sus scrofa domesticus,es,outlet_09,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0022163,2024-05-20,2024-05-21,TUN,Tunisia,ASF,African swine fever,0.419,False,Sus scrofa (wild boar),en,outlet_38,[SYNTHETIC] Reports of ASF activity in Tunisia,synthetic
PADI-0022164,2024-05-23,2024-05-24,MAR,Morocco,ASF,African swine fever,0.607,True,Sus scrofa (wild boar),en,outlet_32,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022165,2024-05-25,2024-05-26,MAR,Morocco,ASF,African swine fever,0.59,True,Sus scrofa domesticus,en,outlet_46,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022166,2024-05-20,2024-05-21,MAR,Morocco,ASF,African swine fever,0.913,True,Sus scrofa domesticus,en,outlet_10,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022167,2024-05-23,2024-05-24,MAR,Morocco,ASF,African swine fever,0.477,True,Sus scrofa domesticus,en,outlet_41,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022168,2024-06-02,2024-06-03,FRA,France,ASF,African swine fever,0.647,True,Sus scrofa domesticus,en,outlet_14,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0022169,2024-05-31,2024-06-01,FRA,France,ASF,African swine fever,0.312,False,Sus scrofa (wild boar),ru,outlet_23,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0022170,2024-06-01,2024-06-02,DEU,Germany,ASF,African swine fever,0.545,True,Sus scrofa (wild boar),en,outlet_30,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022171,2024-06-02,2024-06-03,DEU,Germany,ASF,African swine fever,0.561,True,Sus scrofa domesticus,fr,outlet_15,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022172,2024-05-28,2024-05-29,DEU,Germany,ASF,African swine fever,0.723,True,Sus scrofa domesticus,fr,outlet_15,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022173,2024-05-29,2024-05-30,NLD,Netherlands,ASF,African swine fever,0.535,True,Sus scrofa (wild boar),en,outlet_08,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0022174,2024-06-02,2024-06-03,NLD,Netherlands,ASF,African swine fever,0.628,True,Sus scrofa domesticus,fr,outlet_41,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0022175,2024-05-28,2024-05-29,BEL,Belgium,ASF,African swine fever,0.324,False,Sus scrofa (wild boar),ru,outlet_37,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0022176,2024-05-30,2024-05-31,ITA,Italy,ASF,African swine fever,0.579,True,Sus scrofa domesticus,fr,outlet_35,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0022177,2024-05-30,2024-05-31,ESP,Spain,ASF,African swine fever,0.647,True,Sus scrofa domesticus,en,outlet_18,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0022178,2024-05-31,2024-06-01,ESP,Spain,ASF,African swine fever,0.505,True,Sus scrofa domesticus,fr,outlet_01,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0022179,2024-06-01,2024-06-02,POL,Poland,ASF,African swine fever,0.309,False,Sus scrofa domesticus,ru,outlet_14,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022180,2024-06-01,2024-06-02,POL,Poland,ASF,African swine fever,0.906,True,Sus scrofa (wild boar),en,outlet_32,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022181,2024-06-02,2024-06-03,POL,Poland,ASF,African swine fever,0.779,True,Sus scrofa domesticus,es,outlet_43,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022182,2024-05-30,2024-05-31,POL,Poland,ASF,African swine fever,0.561,True,Sus scrofa domesticus,es,outlet_25,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022183,2024-05-29,2024-05-30,POL,Poland,ASF,African swine fever,0.672,True,Sus scrofa (wild boar),en,outlet_44,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022184,2024-05-31,2024-06-01,ROU,Romania,ASF,African swine fever,0.724,True,Sus scrofa domesticus,en,outlet_31,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0022185,2024-06-02,2024-06-03,ROU,Romania,ASF,African swine fever,0.841,True,Sus scrofa (wild boar),en,outlet_42,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0022186,2024-06-02,2024-06-03,ROU,Romania,ASF,African swine fever,0.792,True,Sus scrofa domesticus,en,outlet_39,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0022187,2024-05-27,2024-05-28,SRB,Serbia,ASF,African swine fever,0.86,True,Sus scrofa domesticus,fr,outlet_01,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0022188,2024-05-31,2024-06-01,SRB,Serbia,ASF,African swine fever,0.279,False,Sus scrofa (wild boar),en,outlet_14,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0022189,2024-05-28,2024-05-29,UKR,Ukraine,ASF,African swine fever,0.6,True,Sus scrofa domesticus,en,outlet_06,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0022190,2024-05-27,2024-05-28,UKR,Ukraine,ASF,African swine fever,0.774,True,Sus scrofa (wild boar),en,outlet_05,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0022191,2024-05-30,2024-05-31,MDA,Moldova,ASF,African swine fever,0.831,True,Sus scrofa domesticus,es,outlet_46,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022192,2024-06-01,2024-06-02,MDA,Moldova,ASF,African swine fever,0.363,False,Sus scrofa (wild boar),en,outlet_02,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022193,2024-05-30,2024-05-31,MDA,Moldova,ASF,African swine fever,0.751,True,Sus scrofa (wild boar),en,outlet_45,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022194,2024-05-30,2024-05-31,MDA,Moldova,ASF,African swine fever,0.313,False,Sus scrofa domesticus,es,outlet_17,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022195,2024-05-30,2024-05-31,MDA,Moldova,ASF,African swine fever,0.586,True,Sus scrofa domesticus,en,outlet_29,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022196,2024-06-01,2024-06-02,RUS,Russian Federation,ASF,African swine fever,0.842,True,Sus scrofa domesticus,fr,outlet_27,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022197,2024-06-02,2024-06-03,RUS,Russian Federation,ASF,African swine fever,0.386,False,Sus scrofa (wild boar),en,outlet_25,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022198,2024-05-30,2024-05-31,RUS,Russian Federation,ASF,African swine fever,0.888,True,Sus scrofa domesticus,fr,outlet_34,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022199,2024-06-01,2024-06-02,RUS,Russian Federation,ASF,African swine fever,0.915,True,Sus scrofa domesticus,fr,outlet_35,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022200,2024-05-31,2024-06-01,TUR,Türkiye,ASF,African swine fever,0.419,False,Sus scrofa domesticus,fr,outlet_04,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022201,2024-05-28,2024-05-29,TUN,Tunisia,ASF,African swine fever,0.72,True,Sus scrofa (wild boar),en,outlet_33,[SYNTHETIC] Reports of ASF activity in Tunisia,synthetic
PADI-0022202,2024-05-28,2024-05-29,TUN,Tunisia,ASF,African swine fever,0.761,True,Sus scrofa domesticus,en,outlet_38,[SYNTHETIC] Reports of ASF activity in Tunisia,synthetic
PADI-0022203,2024-05-29,2024-05-30,MAR,Morocco,ASF,African swine fever,0.733,True,Sus scrofa domesticus,en,outlet_08,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022204,2024-06-01,2024-06-02,MAR,Morocco,ASF,African swine fever,0.922,True,Sus scrofa domesticus,en,outlet_17,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022205,2024-06-02,2024-06-03,MAR,Morocco,ASF,African swine fever,0.666,True,Sus scrofa (wild boar),en,outlet_03,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022206,2024-05-30,2024-05-31,MAR,Morocco,ASF,African swine fever,0.54,True,Sus scrofa domesticus,en,outlet_39,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022207,2024-05-28,2024-05-29,MAR,Morocco,ASF,African swine fever,0.915,True,Sus scrofa domesticus,en,outlet_35,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022208,2024-05-31,2024-06-01,MAR,Morocco,ASF,African swine fever,0.652,True,Sus scrofa domesticus,en,outlet_06,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022209,2024-06-09,2024-06-10,FRA,France,ASF,African swine fever,0.757,True,Sus scrofa (wild boar),es,outlet_17,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0022210,2024-06-06,2024-06-07,FRA,France,ASF,African swine fever,0.561,True,Sus scrofa (wild boar),es,outlet_46,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0022211,2024-06-09,2024-06-10,FRA,France,ASF,African swine fever,0.705,True,Sus scrofa (wild boar),en,outlet_30,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0022212,2024-06-06,2024-06-07,FRA,France,ASF,African swine fever,0.346,False,Sus scrofa (wild boar),es,outlet_33,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0022213,2024-06-06,2024-06-07,DEU,Germany,ASF,African swine fever,0.321,False,Sus scrofa (wild boar),en,outlet_20,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022214,2024-06-07,2024-06-08,DEU,Germany,ASF,African swine fever,0.84,True,Sus scrofa (wild boar),en,outlet_36,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022215,2024-06-07,2024-06-08,DEU,Germany,ASF,African swine fever,0.595,True,Sus scrofa (wild boar),ru,outlet_17,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022216,2024-06-05,2024-06-06,DEU,Germany,ASF,African swine fever,0.732,True,Sus scrofa domesticus,en,outlet_31,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022217,2024-06-08,2024-06-09,NLD,Netherlands,ASF,African swine fever,0.82,True,Sus scrofa domesticus,fr,outlet_19,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0022218,2024-06-04,2024-06-05,BEL,Belgium,ASF,African swine fever,0.821,True,Sus scrofa domesticus,ru,outlet_11,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0022219,2024-06-03,2024-06-04,ITA,Italy,ASF,African swine fever,0.541,True,Sus scrofa (wild boar),ru,outlet_44,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0022220,2024-06-06,2024-06-07,ITA,Italy,ASF,African swine fever,0.732,True,Sus scrofa domesticus,fr,outlet_01,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0022221,2024-06-04,2024-06-05,ESP,Spain,ASF,African swine fever,0.816,True,Sus scrofa domesticus,en,outlet_02,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0022222,2024-06-08,2024-06-09,POL,Poland,ASF,African swine fever,0.772,True,Sus scrofa domesticus,en,outlet_31,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022223,2024-06-05,2024-06-06,POL,Poland,ASF,African swine fever,0.549,True,Sus scrofa domesticus,fr,outlet_46,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022224,2024-06-03,2024-06-04,POL,Poland,ASF,African swine fever,0.775,True,Sus scrofa (wild boar),en,outlet_02,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022225,2024-06-05,2024-06-06,POL,Poland,ASF,African swine fever,0.877,True,Sus scrofa (wild boar),fr,outlet_32,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022226,2024-06-06,2024-06-07,ROU,Romania,ASF,African swine fever,0.809,True,Sus scrofa domesticus,en,outlet_10,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0022227,2024-06-07,2024-06-08,ROU,Romania,ASF,African swine fever,0.622,True,Sus scrofa domesticus,en,outlet_20,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0022228,2024-06-06,2024-06-07,BGR,Bulgaria,ASF,African swine fever,0.568,True,Sus scrofa domesticus,es,outlet_03,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0022229,2024-06-07,2024-06-08,BGR,Bulgaria,ASF,African swine fever,0.58,True,Sus scrofa (wild boar),es,outlet_19,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0022230,2024-06-09,2024-06-10,UKR,Ukraine,ASF,African swine fever,0.421,False,Sus scrofa domesticus,fr,outlet_19,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0022231,2024-06-08,2024-06-09,UKR,Ukraine,ASF,African swine fever,0.749,True,Sus scrofa (wild boar),fr,outlet_39,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0022232,2024-06-07,2024-06-08,MDA,Moldova,ASF,African swine fever,0.768,True,Sus scrofa (wild boar),en,outlet_37,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022233,2024-06-08,2024-06-09,MDA,Moldova,ASF,African swine fever,0.603,True,Sus scrofa (wild boar),en,outlet_07,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022234,2024-06-04,2024-06-05,MDA,Moldova,ASF,African swine fever,0.239,False,Sus scrofa domesticus,en,outlet_33,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022235,2024-06-05,2024-06-06,RUS,Russian Federation,ASF,African swine fever,0.899,True,Sus scrofa (wild boar),fr,outlet_27,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022236,2024-06-07,2024-06-08,RUS,Russian Federation,ASF,African swine fever,0.507,True,Sus scrofa domesticus,ru,outlet_17,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022237,2024-06-07,2024-06-08,RUS,Russian Federation,ASF,African swine fever,0.839,True,Sus scrofa (wild boar),en,outlet_32,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022238,2024-06-05,2024-06-06,RUS,Russian Federation,ASF,African swine fever,0.5,True,Sus scrofa (wild boar),fr,outlet_25,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0022239,2024-06-05,2024-06-06,TUR,Türkiye,ASF,African swine fever,0.238,False,Sus scrofa (wild boar),en,outlet_40,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022240,2024-06-06,2024-06-07,TUR,Türkiye,ASF,African swine fever,0.802,True,Sus scrofa (wild boar),ru,outlet_07,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022241,2024-06-09,2024-06-10,TUR,Türkiye,ASF,African swine fever,0.173,False,Sus scrofa (wild boar),en,outlet_35,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022242,2024-06-03,2024-06-04,TUR,Türkiye,ASF,African swine fever,0.835,True,Sus scrofa domesticus,en,outlet_34,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022243,2024-06-06,2024-06-07,GEO,Georgia,ASF,African swine fever,0.564,True,Sus scrofa domesticus,en,outlet_30,[SYNTHETIC] Reports of ASF activity in Georgia,synthetic
PADI-0022244,2024-06-07,2024-06-08,ISR,Israel,ASF,African swine fever,0.81,True,Sus scrofa (wild boar),en,outlet_43,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0022245,2024-06-09,2024-06-10,MAR,Morocco,ASF,African swine fever,0.233,False,Sus scrofa (wild boar),en,outlet_36,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022246,2024-06-07,2024-06-08,MAR,Morocco,ASF,African swine fever,0.575,True,Sus scrofa (wild boar),en,outlet_03,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022247,2024-06-04,2024-06-05,MAR,Morocco,ASF,African swine fever,0.575,True,Sus scrofa domesticus,en,outlet_21,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022248,2024-06-09,2024-06-10,MAR,Morocco,ASF,African swine fever,0.118,False,Sus scrofa domesticus,es,outlet_38,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022249,2024-06-13,2024-06-14,FRA,France,ASF,African swine fever,0.689,True,Sus scrofa (wild boar),fr,outlet_32,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0022250,2024-06-16,2024-06-17,DEU,Germany,ASF,African swine fever,0.764,True,Sus scrofa domesticus,en,outlet_06,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022251,2024-06-14,2024-06-15,DEU,Germany,ASF,African swine fever,0.42,False,Sus scrofa (wild boar),fr,outlet_06,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022252,2024-06-12,2024-06-13,DEU,Germany,ASF,African swine fever,0.793,True,Sus scrofa domesticus,ru,outlet_32,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0022253,2024-06-12,2024-06-13,NLD,Netherlands,ASF,African swine fever,0.553,True,Sus scrofa (wild boar),fr,outlet_18,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0022254,2024-06-12,2024-06-13,NLD,Netherlands,ASF,African swine fever,0.893,True,Sus scrofa domesticus,ru,outlet_19,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0022255,2024-06-15,2024-06-16,NLD,Netherlands,ASF,African swine fever,0.956,True,Sus scrofa domesticus,ru,outlet_10,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0022256,2024-06-11,2024-06-12,NLD,Netherlands,ASF,African swine fever,0.599,True,Sus scrofa domesticus,en,outlet_28,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0022257,2024-06-14,2024-06-15,NLD,Netherlands,ASF,African swine fever,0.689,True,Sus scrofa (wild boar),en,outlet_02,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0022258,2024-06-11,2024-06-12,BEL,Belgium,ASF,African swine fever,0.704,True,Sus scrofa (wild boar),es,outlet_06,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0022259,2024-06-15,2024-06-16,BEL,Belgium,ASF,African swine fever,0.837,True,Sus scrofa domesticus,ru,outlet_46,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0022260,2024-06-12,2024-06-13,BEL,Belgium,ASF,African swine fever,0.416,False,Sus scrofa domesticus,en,outlet_09,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0022261,2024-06-13,2024-06-14,ITA,Italy,ASF,African swine fever,0.402,False,Sus scrofa domesticus,en,outlet_15,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0022262,2024-06-14,2024-06-15,ITA,Italy,ASF,African swine fever,0.92,True,Sus scrofa (wild boar),en,outlet_20,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0022263,2024-06-13,2024-06-14,ITA,Italy,ASF,African swine fever,0.579,True,Sus scrofa (wild boar),en,outlet_30,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0022264,2024-06-11,2024-06-12,ESP,Spain,ASF,African swine fever,0.647,True,Sus scrofa domesticus,en,outlet_02,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0022265,2024-06-11,2024-06-12,ESP,Spain,ASF,African swine fever,0.687,True,Sus scrofa domesticus,en,outlet_16,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0022266,2024-06-16,2024-06-17,POL,Poland,ASF,African swine fever,0.378,False,Sus scrofa (wild boar),en,outlet_28,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0022267,2024-06-12,2024-06-13,HUN,Hungary,ASF,African swine fever,0.331,False,Sus scrofa (wild boar),es,outlet_25,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0022268,2024-06-15,2024-06-16,HUN,Hungary,ASF,African swine fever,0.822,True,Sus scrofa (wild boar),en,outlet_45,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0022269,2024-06-10,2024-06-11,ROU,Romania,ASF,African swine fever,0.313,False,Sus scrofa domesticus,en,outlet_33,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0022270,2024-06-12,2024-06-13,ROU,Romania,ASF,African swine fever,0.407,False,Sus scrofa domesticus,en,outlet_33,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0022271,2024-06-13,2024-06-14,BGR,Bulgaria,ASF,African swine fever,0.58,True,Sus scrofa domesticus,fr,outlet_45,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0022272,2024-06-16,2024-06-17,SRB,Serbia,ASF,African swine fever,0.728,True,Sus scrofa (wild boar),en,outlet_15,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0022273,2024-06-15,2024-06-16,UKR,Ukraine,ASF,African swine fever,0.655,True,Sus scrofa (wild boar),en,outlet_29,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0022274,2024-06-13,2024-06-14,UKR,Ukraine,ASF,African swine fever,0.654,True,Sus scrofa (wild boar),fr,outlet_21,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0022275,2024-06-10,2024-06-11,UKR,Ukraine,ASF,African swine fever,0.526,True,Sus scrofa (wild boar),en,outlet_40,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0022276,2024-06-10,2024-06-11,UKR,Ukraine,ASF,African swine fever,0.75,True,Sus scrofa (wild boar),es,outlet_14,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0022277,2024-06-10,2024-06-11,MDA,Moldova,ASF,African swine fever,0.765,True,Sus scrofa domesticus,fr,outlet_32,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022278,2024-06-11,2024-06-12,MDA,Moldova,ASF,African swine fever,0.6,True,Sus scrofa (wild boar),ru,outlet_13,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0022279,2024-06-14,2024-06-15,TUR,Türkiye,ASF,African swine fever,0.852,True,Sus scrofa (wild boar),en,outlet_25,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022280,2024-06-12,2024-06-13,TUR,Türkiye,ASF,African swine fever,0.497,True,Sus scrofa (wild boar),en,outlet_29,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022281,2024-06-11,2024-06-12,TUR,Türkiye,ASF,African swine fever,0.79,True,Sus scrofa (wild boar),fr,outlet_17,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022282,2024-06-12,2024-06-13,TUR,Türkiye,ASF,African swine fever,0.546,True,Sus scrofa (wild boar),fr,outlet_25,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0022283,2024-06-15,2024-06-16,GEO,Georgia,ASF,African swine fever,0.775,True,Sus scrofa (wild boar),en,outlet_07,[SYNTHETIC] Reports of ASF activity in Georgia,synthetic
PADI-0022284,2024-06-15,2024-06-16,ISR,Israel,ASF,African swine fever,0.825,True,Sus scrofa domesticus,en,outlet_45,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0022285,2024-06-14,2024-06-15,EGY,Egypt,ASF,African swine fever,0.308,False,Sus scrofa (wild boar),en,outlet_41,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0022286,2024-06-16,2024-06-17,MAR,Morocco,ASF,African swine fever,0.797,True,Sus scrofa (wild boar),fr,outlet_16,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022287,2024-06-13,2024-06-14,MAR,Morocco,ASF,African swine fever,0.461,True,Sus scrofa domesticus,en,outlet_44,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022288,2024-06-16,2024-06-17,MAR,Morocco,ASF,African swine fever,0.505,True,Sus scrofa domesticus,ru,outlet_05,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0022289,2024-06-10,2024-06-11,MAR,Morocco,ASF,African swine fever,0.554,True,Sus scrofa domesticus,en,outlet_35,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
