empresi_id,source_reference,upstream_source,disease,disease_code,country,iso3,latitude,longitude,observation_date,report_date,published_date,species,cases,deaths,status,data_realism
EMPRESI-HPAI-0001741,WAHIS-HPAI-TUN-2023-12-25-00,WAHIS,High pathogenicity avian influenza,HPAI,Tunisia,TUN,35.9203,9.337,2023-12-25,2024-01-18,2024-01-24,Gallus gallus (domestic),2378,1284,confirmed,synthetic
EMPRESI-HPAI-0001689,WAHIS-HPAI-NLD-2023-12-25-02,WAHIS,High pathogenicity avian influenza,HPAI,Netherlands,NLD,52.4588,4.4647,2023-12-26,2024-01-18,2024-01-24,Gallus gallus (domestic),5083,2782,confirmed,synthetic
EMPRESI-HPAI-0001626,WAHIS-HPAI-DEU-2023-12-18-01,WAHIS,High pathogenicity avian influenza,HPAI,Germany,DEU,51.2376,7.7491,2023-12-20,2024-01-10,2024-01-24,Meleagris gallopavo (domestic),2820,1511,confirmed,synthetic
EMPRESI-HPAI-0001745,WAHIS-HPAI-FRA-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,France,FRA,48.7657,1.1403,2024-01-06,2024-01-15,2024-01-24,Meleagris gallopavo (domestic),3481,1902,confirmed,synthetic
EMPRESI-HPAI-0001807,WAHIS-HPAI-ESP-2024-01-08-04,WAHIS,High pathogenicity avian influenza,HPAI,Spain,ESP,41.3917,-0.4467,2024-01-10,2024-01-15,2024-01-24,Anas platyrhynchos (domestic),969,542,confirmed,synthetic
EMPRESI-HPAI-0001791,WAHIS-HPAI-MAR-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Morocco,MAR,34.7515,-5.1741,2024-01-02,2024-01-18,2024-01-24,Cygnus olor (wild),536,307,confirmed,synthetic
EMPRESI-HPAI-0001811,WAHIS-HPAI-ROU-2024-01-08-00,WAHIS,High pathogenicity avian influenza,HPAI,Romania,ROU,47.1499,24.0975,2024-01-08,2024-01-14,2024-01-24,Meleagris gallopavo (domestic),4396,2447,confirmed,synthetic
EMPRESI-HPAI-0001660,WAHIS-HPAI-HUN-2023-12-18-02,WAHIS,High pathogenicity avian influenza,HPAI,Hungary,HUN,48.0926,18.0531,2023-12-24,2024-01-13,2024-01-24,Larus spp. (wild),2753,1488,confirmed,synthetic
EMPRESI-HPAI-0001662,WAHIS-HPAI-ROU-2023-12-18-00,WAHIS,High pathogenicity avian influenza,HPAI,Romania,ROU,47.2829,24.4821,2023-12-21,2024-01-17,2024-01-24,Anas platyrhynchos (domestic),2261,1213,confirmed,synthetic
EMPRESI-HPAI-0001638,WAHIS-HPAI-BEL-2023-12-18-05,WAHIS,High pathogenicity avian influenza,HPAI,Belgium,BEL,50.534,3.269,2023-12-24,2024-01-19,2024-01-24,Meleagris gallopavo (domestic),644,356,confirmed,synthetic
EMPRESI-HPAI-0001752,WAHIS-HPAI-DEU-2024-01-01-01,WAHIS,High pathogenicity avian influenza,HPAI,Germany,DEU,50.6325,10.0215,2024-01-07,2024-01-16,2024-01-25,Meleagris gallopavo (domestic),5341,2936,confirmed,synthetic
EMPRESI-ASF-0002547,WAHIS-ASF-GEO-2023-11-13-00,WAHIS,African swine fever,ASF,Georgia,GEO,41.2635,43.4394,2023-11-13,2024-01-19,2024-01-25,Sus scrofa domesticus,264,233,confirmed,synthetic
EMPRESI-HPAI-0001808,WAHIS-HPAI-ESP-2024-01-08-05,WAHIS,High pathogenicity avian influenza,HPAI,Spain,ESP,38.853,-6.4912,2024-01-11,2024-01-17,2024-01-25,Larus spp. (wild),3536,1905,confirmed,synthetic
EMPRESI-ASF-0002544,WAHIS-ASF-BGR-2023-11-13-00,WAHIS,African swine fever,ASF,Bulgaria,BGR,42.671,24.4199,2023-11-15,2024-01-18,2024-01-26,Sus scrofa domesticus,46,42,confirmed,synthetic
EMPRESI-HPAI-0001804,WAHIS-HPAI-ESP-2024-01-08-01,WAHIS,High pathogenicity avian influenza,HPAI,Spain,ESP,38.4927,-6.6013,2024-01-13,2024-01-18,2024-01-26,Gallus gallus (domestic),4673,2591,confirmed,synthetic
EMPRESI-HPAI-0001467,WAHIS-HPAI-TUN-2023-11-27-00,WAHIS,High pathogenicity avian influenza,HPAI,Tunisia,TUN,35.8533,10.5351,2023-12-01,2024-01-19,2024-01-26,Larus spp. (wild),3215,1780,confirmed,synthetic
EMPRESI-HPAI-0001525,WAHIS-HPAI-UKR-2023-12-04-00,WAHIS,High pathogenicity avian influenza,HPAI,Ukraine,UKR,47.3736,34.7005,2023-12-09,2024-01-21,2024-01-26,Gallus gallus (domestic),1095,597,confirmed,synthetic
EMPRESI-HPAI-0001625,WAHIS-HPAI-DEU-2023-12-18-00,WAHIS,High pathogenicity avian influenza,HPAI,Germany,DEU,51.9546,7.7562,2023-12-23,2024-01-19,2024-01-27,Larus spp. (wild),3447,1891,confirmed,synthetic
EMPRESI-HPAI-0001763,WAHIS-HPAI-ITA-2024-01-01-08,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,41.6286,13.3578,2024-01-02,2024-01-18,2024-01-27,Larus spp. (wild),4452,2498,confirmed,synthetic
EMPRESI-HPAI-0001755,WAHIS-HPAI-ITA-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,44.7368,13.5323,2024-01-04,2024-01-24,2024-01-27,Anas platyrhynchos (domestic),1528,824,confirmed,synthetic
EMPRESI-HPAI-0001756,WAHIS-HPAI-ITA-2024-01-01-01,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,43.8925,12.3541,2024-01-02,2024-01-20,2024-01-28,Anas platyrhynchos (domestic),516,283,confirmed,synthetic
EMPRESI-HPAI-0001774,WAHIS-HPAI-POL-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Poland,POL,52.1588,15.983,2024-01-06,2024-01-16,2024-01-28,Larus spp. (wild),1959,1115,confirmed,synthetic
EMPRESI-HPAI-0001816,WAHIS-HPAI-MAR-2024-01-08-00,WAHIS,High pathogenicity avian influenza,HPAI,Morocco,MAR,32.4428,-9.5111,2024-01-12,2024-01-20,2024-01-28,Larus spp. (wild),7097,3900,confirmed,synthetic
EMPRESI-HPAI-0001784,WAHIS-HPAI-MDA-2024-01-01-01,WAHIS,High pathogenicity avian influenza,HPAI,Moldova,MDA,46.8443,27.4137,2024-01-05,2024-01-20,2024-01-28,Larus spp. (wild),267,133,confirmed,synthetic
EMPRESI-HPAI-0001793,WAHIS-HPAI-MAR-2024-01-01-02,WAHIS,High pathogenicity avian influenza,HPAI,Morocco,MAR,33.1926,-9.9264,2024-01-02,2024-01-19,2024-01-29,Cygnus olor (wild),6796,3803,confirmed,synthetic
EMPRESI-HPAI-0001817,WAHIS-HPAI-MAR-2024-01-08-01,WAHIS,High pathogenicity avian influenza,HPAI,Morocco,MAR,31.5999,-8.5996,2024-01-09,2024-01-21,2024-01-29,Meleagris gallopavo (domestic),2076,1120,confirmed,synthetic
EMPRESI-HPAI-0001704,WAHIS-HPAI-ITA-2023-12-25-10,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,44.7112,12.4495,2023-12-30,2024-01-23,2024-01-29,Meleagris gallopavo (domestic),5607,3115,confirmed,synthetic
EMPRESI-HPAI-0001762,WAHIS-HPAI-ITA-2024-01-01-07,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,43.9456,10.3118,2024-01-03,2024-01-20,2024-01-29,Cygnus olor (wild),9600,5422,confirmed,synthetic
EMPRESI-HPAI-0001837,WAHIS-HPAI-BGR-2024-01-15-03,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,43.1353,25.3007,2024-01-16,2024-01-23,2024-01-30,Cygnus olor (wild),5523,3006,confirmed,synthetic
EMPRESI-HPAI-0001721,WAHIS-HPAI-POL-2023-12-25-03,WAHIS,High pathogenicity avian influenza,HPAI,Poland,POL,51.6442,23.8885,2023-12-30,2024-01-24,2024-01-30,Anas platyrhynchos (domestic),5170,2850,confirmed,synthetic
EMPRESI-HPAI-0001819,WAHIS-HPAI-FRA-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,France,FRA,46.059,7.212,2024-01-15,2024-01-24,2024-01-30,Larus spp. (wild),4887,2643,confirmed,synthetic
EMPRESI-HPAI-0001672,WAHIS-HPAI-MDA-2023-12-18-02,WAHIS,High pathogenicity avian influenza,HPAI,Moldova,MDA,47.5321,28.4756,2023-12-22,2024-01-22,2024-01-30,Larus spp. (wild),4705,2610,confirmed,synthetic
EMPRESI-HPAI-0001798,WAHIS-HPAI-ITA-2024-01-08-00,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,44.3793,9.4186,2024-01-14,2024-01-17,2024-01-30,Larus spp. (wild),4243,2339,confirmed,synthetic
EMPRESI-HPAI-0001818,WAHIS-HPAI-MAR-2024-01-08-02,WAHIS,High pathogenicity avian influenza,HPAI,Morocco,MAR,34.2289,-8.9442,2024-01-10,2024-01-23,2024-01-30,Anas platyrhynchos (domestic),11952,6625,confirmed,synthetic
EMPRESI-HPAI-0001730,WAHIS-HPAI-ROU-2023-12-25-02,WAHIS,High pathogenicity avian influenza,HPAI,Romania,ROU,45.7393,26.4945,2023-12-31,2024-01-24,2024-01-31,Gallus gallus (domestic),3121,1731,confirmed,synthetic
EMPRESI-HPAI-0001783,WAHIS-HPAI-MDA-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Moldova,MDA,47.6549,27.7685,2024-01-03,2024-01-26,2024-01-31,Larus spp. (wild),1066,599,confirmed,synthetic
EMPRESI-HPAI-0001737,WAHIS-HPAI-MDA-2023-12-25-00,WAHIS,High pathogenicity avian influenza,HPAI,Moldova,MDA,47.502,27.5677,2023-12-30,2024-01-16,2024-01-31,Gallus gallus (domestic),3664,1984,confirmed,synthetic
EMPRESI-HPAI-0001718,WAHIS-HPAI-POL-2023-12-25-00,WAHIS,High pathogenicity avian influenza,HPAI,Poland,POL,53.0948,19.952,2023-12-31,2024-01-26,2024-01-31,Anas platyrhynchos (domestic),2041,1102,confirmed,synthetic
EMPRESI-HPAI-0001750,WAHIS-HPAI-FRA-2024-01-01-05,WAHIS,High pathogenicity avian influenza,HPAI,France,FRA,43.4849,-0.6603,2024-01-04,2024-01-25,2024-01-31,Gallus gallus (domestic),3611,2030,confirmed,synthetic
EMPRESI-HPAI-0001840,WAHIS-HPAI-TUR-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,38.5043,39.4566,2024-01-15,2024-01-24,2024-01-31,Larus spp. (wild),1457,805,confirmed,synthetic
EMPRESI-HPAI-0001538,WAHIS-HPAI-FRA-2023-12-11-09,WAHIS,High pathogenicity avian influenza,HPAI,France,FRA,47.4313,6.0464,2023-12-17,2024-01-21,2024-01-31,Meleagris gallopavo (domestic),557,308,confirmed,synthetic
EMPRESI-HPAI-0001770,WAHIS-HPAI-ESP-2024-01-01-01,WAHIS,High pathogenicity avian influenza,HPAI,Spain,ESP,41.5524,-2.6057,2024-01-06,2024-01-20,2024-02-01,Meleagris gallopavo (domestic),6537,3673,confirmed,synthetic
EMPRESI-HPAI-0001489,WAHIS-HPAI-NLD-2023-12-04-01,WAHIS,High pathogenicity avian influenza,HPAI,Netherlands,NLD,51.7599,6.0519,2023-12-06,2024-01-25,2024-02-01,Gallus gallus (domestic),5153,2859,confirmed,synthetic
EMPRESI-HPAI-0001777,WAHIS-HPAI-BGR-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,42.0847,26.6954,2024-01-07,2024-01-23,2024-02-01,Meleagris gallopavo (domestic),1394,757,confirmed,synthetic
EMPRESI-HPAI-0001526,WAHIS-HPAI-MDA-2023-12-04-00,WAHIS,High pathogenicity avian influenza,HPAI,Moldova,MDA,46.7911,27.9674,2023-12-06,2024-01-24,2024-02-02,Larus spp. (wild),5042,2745,confirmed,synthetic
EMPRESI-HPAI-0001825,WAHIS-HPAI-ESP-2024-01-15-01,WAHIS,High pathogenicity avian influenza,HPAI,Spain,ESP,42.4685,-0.5843,2024-01-17,2024-01-24,2024-02-03,Gallus gallus (domestic),6004,3356,confirmed,synthetic
EMPRESI-HPAI-0001751,WAHIS-HPAI-DEU-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Germany,DEU,48.9122,11.5907,2024-01-06,2024-01-27,2024-02-03,Gallus gallus (domestic),5767,3163,confirmed,synthetic
EMPRESI-HPAI-0001812,WAHIS-HPAI-ROU-2024-01-08-01,WAHIS,High pathogenicity avian influenza,HPAI,Romania,ROU,43.9613,25.4602,2024-01-14,2024-01-21,2024-02-03,Cygnus olor (wild),1043,574,confirmed,synthetic
EMPRESI-HPAI-0001832,WAHIS-HPAI-ROU-2024-01-15-02,WAHIS,High pathogenicity avian influenza,HPAI,Romania,ROU,45.8559,22.7755,2024-01-16,2024-01-26,2024-02-03,Cygnus olor (wild),10146,5626,confirmed,synthetic
EMPRESI-HPAI-0001703,WAHIS-HPAI-ITA-2023-12-25-09,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,42.6894,14.0967,2023-12-31,2024-01-29,2024-02-04,Gallus gallus (domestic),1758,964,confirmed,synthetic
EMPRESI-HPAI-0001651,WAHIS-HPAI-ESP-2023-12-18-03,WAHIS,High pathogenicity avian influenza,HPAI,Spain,ESP,40.4972,-2.1755,2023-12-21,2024-01-26,2024-02-04,Meleagris gallopavo (domestic),7288,3993,confirmed,synthetic
EMPRESI-HPAI-0001848,WAHIS-HPAI-ITA-2024-01-22-00,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,44.9362,14.5945,2024-01-23,2024-01-26,2024-02-04,Cygnus olor (wild),6039,3260,confirmed,synthetic
EMPRESI-HPAI-0001776,WAHIS-HPAI-ROU-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Romania,ROU,45.79,26.6012,2024-01-05,2024-01-28,2024-02-04,Anas platyrhynchos (domestic),1067,611,confirmed,synthetic
EMPRESI-HPAI-0001787,WAHIS-HPAI-TUR-2024-01-01-01,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,38.8636,37.1796,2024-01-03,2024-01-24,2024-02-04,Cygnus olor (wild),4042,2197,confirmed,synthetic
EMPRESI-HPAI-0001753,WAHIS-HPAI-NLD-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Netherlands,NLD,52.47,4.6456,2024-01-05,2024-01-28,2024-02-05,Larus spp. (wild),2372,1303,confirmed,synthetic
EMPRESI-HPAI-0001852,WAHIS-HPAI-SRB-2024-01-22-00,WAHIS,High pathogenicity avian influenza,HPAI,Serbia,SRB,43.8893,19.3564,2024-01-22,2024-01-30,2024-02-05,Anas platyrhynchos (domestic),3361,1872,confirmed,synthetic
EMPRESI-HPAI-0001824,WAHIS-HPAI-ESP-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Spain,ESP,43.0563,-5.8783,2024-01-19,2024-01-28,2024-02-05,Cygnus olor (wild),10142,5551,confirmed,synthetic
EMPRESI-HPAI-0001845,WAHIS-HPAI-ISR-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Israel,ISR,32.0069,35.0688,2024-01-20,2024-01-28,2024-02-05,Larus spp. (wild),2346,1270,confirmed,synthetic
EMPRESI-HPAI-0001673,WAHIS-HPAI-TUN-2023-12-18-00,WAHIS,High pathogenicity avian influenza,HPAI,Tunisia,TUN,34.1279,10.3253,2023-12-21,2024-01-27,2024-02-05,Anas platyrhynchos (domestic),1362,759,confirmed,synthetic
EMPRESI-HPAI-0001829,WAHIS-HPAI-HUN-2024-01-15-01,WAHIS,High pathogenicity avian influenza,HPAI,Hungary,HUN,47.4828,20.8453,2024-01-20,2024-01-22,2024-02-05,Meleagris gallopavo (domestic),10330,5663,confirmed,synthetic
EMPRESI-HPAI-0001802,WAHIS-HPAI-ITA-2024-01-08-04,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,41.8644,13.5264,2024-01-13,2024-01-29,2024-02-05,Meleagris gallopavo (domestic),3988,2193,confirmed,synthetic
EMPRESI-HPAI-0001838,WAHIS-HPAI-BGR-2024-01-15-04,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,43.543,26.1657,2024-01-15,2024-02-01,2024-02-06,Anas platyrhynchos (domestic),2118,1138,confirmed,synthetic
EMPRESI-HPAI-0001503,WAHIS-HPAI-ITA-2023-12-04-04,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,44.8258,14.0196,2023-12-10,2024-01-29,2024-02-06,Cygnus olor (wild),6043,3307,confirmed,synthetic
EMPRESI-HPAI-0001820,WAHIS-HPAI-FRA-2024-01-15-01,WAHIS,High pathogenicity avian influenza,HPAI,France,FRA,46.0393,-1.2027,2024-01-17,2024-01-31,2024-02-06,Larus spp. (wild),1997,1132,confirmed,synthetic
EMPRESI-HPAI-0001851,WAHIS-HPAI-BGR-2024-01-22-02,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,43.0354,25.427,2024-01-25,2024-01-31,2024-02-06,Meleagris gallopavo (domestic),7458,4099,confirmed,synthetic
EMPRESI-HPAI-0001724,WAHIS-HPAI-HUN-2023-12-25-01,WAHIS,High pathogenicity avian influenza,HPAI,Hungary,HUN,48.3025,18.5437,2023-12-27,2024-01-23,2024-02-07,Anas platyrhynchos (domestic),4459,2520,confirmed,synthetic
EMPRESI-HPAI-0001849,WAHIS-HPAI-BGR-2024-01-22-00,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,42.1339,25.7729,2024-01-27,2024-02-01,2024-02-07,Meleagris gallopavo (domestic),5579,3090,confirmed,synthetic
EMPRESI-HPAI-0001828,WAHIS-HPAI-HUN-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Hungary,HUN,47.7337,17.5507,2024-01-21,2024-02-01,2024-02-07,Larus spp. (wild),3899,2178,confirmed,synthetic
EMPRESI-HPAI-0001822,WAHIS-HPAI-BEL-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Belgium,BEL,50.2363,4.4644,2024-01-17,2024-01-31,2024-02-07,Anas platyrhynchos (domestic),1042,566,confirmed,synthetic
EMPRESI-HPAI-0001831,WAHIS-HPAI-ROU-2024-01-15-01,WAHIS,High pathogenicity avian influenza,HPAI,Romania,ROU,44.1056,24.6507,2024-01-15,2024-01-27,2024-02-08,Larus spp. (wild),2052,1144,confirmed,synthetic
EMPRESI-HPAI-0001727,WAHIS-HPAI-HUN-2023-12-25-04,WAHIS,High pathogenicity avian influenza,HPAI,Hungary,HUN,47.1216,20.9889,2023-12-29,2024-01-29,2024-02-08,Meleagris gallopavo (domestic),1732,959,confirmed,synthetic
EMPRESI-HPAI-0001841,WAHIS-HPAI-TUR-2024-01-15-01,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,39.0886,37.7923,2024-01-21,2024-01-30,2024-02-09,Gallus gallus (domestic),3770,2069,confirmed,synthetic
EMPRESI-HPAI-0001799,WAHIS-HPAI-ITA-2024-01-08-01,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,43.7771,10.4502,2024-01-13,2024-01-30,2024-02-10,Anas platyrhynchos (domestic),4074,2255,confirmed,synthetic
EMPRESI-HPAI-0001854,WAHIS-HPAI-ISR-2024-01-22-00,WAHIS,High pathogenicity avian influenza,HPAI,Israel,ISR,31.8362,34.4748,2024-01-25,2024-02-03,2024-02-10,Gallus gallus (domestic),2570,1434,confirmed,synthetic
EMPRESI-HPAI-0001823,WAHIS-HPAI-ITA-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Italy,ITA,44.929,12.084,2024-01-18,2024-02-02,2024-02-10,Meleagris gallopavo (domestic),990,541,confirmed,synthetic
EMPRESI-HPAI-0001861,WAHIS-HPAI-TUR-2024-01-29-00,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,40.9551,31.5828,2024-01-30,2024-02-06,2024-02-11,Cygnus olor (wild),6290,3456,confirmed,synthetic
EMPRESI-HPAI-0001779,WAHIS-HPAI-BGR-2024-01-01-02,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,42.5678,23.7432,2024-01-03,2024-02-04,2024-02-13,Anas platyrhynchos (domestic),4301,2378,confirmed,synthetic
EMPRESI-HPAI-0001830,WAHIS-HPAI-ROU-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Romania,ROU,45.9825,25.0353,2024-01-21,2024-02-04,2024-02-14,Cygnus olor (wild),4024,2214,confirmed,synthetic
EMPRESI-HPAI-0001788,WAHIS-HPAI-GEO-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Georgia,GEO,42.1166,45.1814,2024-01-02,2024-02-08,2024-02-15,Larus spp. (wild),5463,2928,confirmed,synthetic
EMPRESI-HPAI-0001827,WAHIS-HPAI-POL-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Poland,POL,51.511,23.1171,2024-01-20,2024-02-08,2024-02-15,Cygnus olor (wild),4867,2679,confirmed,synthetic
EMPRESI-HPAI-0001814,WAHIS-HPAI-BGR-2024-01-08-00,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,42.9484,27.3251,2024-01-11,2024-02-11,2024-02-17,Cygnus olor (wild),6758,3690,confirmed,synthetic
EMPRESI-HPAI-0001839,WAHIS-HPAI-SRB-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Serbia,SRB,44.5271,19.7205,2024-01-19,2024-02-06,2024-02-17,Gallus gallus (domestic),5980,3288,confirmed,synthetic
EMPRESI-HPAI-0001843,WAHIS-HPAI-TUR-2024-01-15-03,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,40.0646,30.0278,2024-01-15,2024-02-11,2024-02-18,Meleagris gallopavo (domestic),9099,5009,confirmed,synthetic
EMPRESI-HPAI-0001868,WAHIS-HPAI-BGR-2024-02-05-01,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,44.0564,25.5234,2024-02-06,2024-02-14,2024-02-20,Larus spp. (wild),5092,2840,confirmed,synthetic
EMPRESI-HPAI-0001821,WAHIS-HPAI-FRA-2024-01-15-02,WAHIS,High pathogenicity avian influenza,HPAI,France,FRA,45.9075,0.3392,2024-01-15,2024-02-14,2024-02-20,Cygnus olor (wild),4548,2494,confirmed,synthetic
EMPRESI-HPAI-0001858,WAHIS-HPAI-HUN-2024-01-29-00,WAHIS,High pathogenicity avian influenza,HPAI,Hungary,HUN,46.7786,17.6641,2024-02-04,2024-02-15,2024-02-21,Anas platyrhynchos (domestic),2990,1634,confirmed,synthetic
EMPRESI-HPAI-0001834,WAHIS-HPAI-BGR-2024-01-15-00,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,41.8075,23.9582,2024-01-21,2024-02-13,2024-02-21,Larus spp. (wild),1281,685,confirmed,synthetic
EMPRESI-HPAI-0001863,WAHIS-HPAI-ISR-2024-01-29-01,WAHIS,High pathogenicity avian influenza,HPAI,Israel,ISR,31.9277,35.5932,2024-02-03,2024-02-16,2024-02-22,Gallus gallus (domestic),4093,2196,confirmed,synthetic
EMPRESI-HPAI-0001866,WAHIS-HPAI-HUN-2024-02-05-00,WAHIS,High pathogenicity avian influenza,HPAI,Hungary,HUN,46.2802,20.3315,2024-02-09,2024-02-17,2024-02-25,Meleagris gallopavo (domestic),1644,894,confirmed,synthetic
EMPRESI-HPAI-0001859,WAHIS-HPAI-BGR-2024-01-29-00,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,43.6033,23.7532,2024-02-01,2024-02-16,2024-02-25,Gallus gallus (domestic),2619,1409,confirmed,synthetic
EMPRESI-HPAI-0001850,WAHIS-HPAI-BGR-2024-01-22-01,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,41.1434,26.0723,2024-01-27,2024-02-18,2024-02-25,Anas platyrhynchos (domestic),5631,3109,confirmed,synthetic
EMPRESI-HPAI-0001864,WAHIS-HPAI-ESP-2024-02-05-00,WAHIS,High pathogenicity avian influenza,HPAI,Spain,ESP,41.8575,-6.0453,2024-02-06,2024-02-15,2024-02-25,Larus spp. (wild),1872,1020,confirmed,synthetic
EMPRESI-HPAI-0001853,WAHIS-HPAI-GEO-2024-01-22-00,WAHIS,High pathogenicity avian influenza,HPAI,Georgia,GEO,42.9048,44.5991,2024-01-25,2024-02-19,2024-02-26,Anas platyrhynchos (domestic),3074,1699,confirmed,synthetic
EMPRESI-HPAI-0001856,WAHIS-HPAI-TUN-2024-01-22-00,WAHIS,High pathogenicity avian influenza,HPAI,Tunisia,TUN,32.0195,8.9277,2024-01-24,2024-02-18,2024-02-29,Gallus gallus (domestic),938,494,confirmed,synthetic
EMPRESI-HPAI-0001876,WAHIS-HPAI-BGR-2024-02-12-01,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,41.2375,25.8264,2024-02-12,2024-02-16,2024-02-29,Cygnus olor (wild),7804,4225,confirmed,synthetic
EMPRESI-HPAI-0001877,WAHIS-HPAI-BGR-2024-02-12-02,WAHIS,High pathogenicity avian influenza,HPAI,Bulgaria,BGR,43.0094,27.1226,2024-02-13,2024-02-23,2024-03-01,Anas platyrhynchos (domestic),1451,789,confirmed,synthetic
EMPRESI-HPAI-0001884,WAHIS-HPAI-ISR-2024-02-19-00,WAHIS,High pathogenicity avian influenza,HPAI,Israel,ISR,31.2107,34.9665,2024-02-19,2024-02-25,2024-03-03,Gallus gallus (domestic),8969,4897,confirmed,synthetic
EMPRESI-HPAI-0001842,WAHIS-HPAI-TUR-2024-01-15-02,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,36.3449,37.5052,2024-01-16,2024-02-25,2024-03-05,Anas platyrhynchos (domestic),3005,1641,confirmed,synthetic
EMPRESI-HPAI-0001886,WAHIS-HPAI-TUR-2024-02-26-00,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,37.6025,37.1373,2024-02-26,2024-03-02,2024-03-07,Cygnus olor (wild),7140,3906,confirmed,synthetic
EMPRESI-HPAI-0001847,WAHIS-HPAI-DEU-2024-01-22-00,WAHIS,High pathogenicity avian influenza,HPAI,Germany,DEU,50.0583,12.6189,2024-01-28,2024-02-26,2024-03-07,Larus spp. (wild),158,80,confirmed,synthetic
EMPRESI-HPAI-0001782,WAHIS-HPAI-UKR-2024-01-01-00,WAHIS,High pathogenicity avian influenza,HPAI,Ukraine,UKR,49.8471,28.2862,2024-01-06,2024-02-29,2024-03-10,Meleagris gallopavo (domestic),5574,2983,confirmed,synthetic
EMPRESI-HPAI-0001873,WAHIS-HPAI-TUN-2024-02-05-00,WAHIS,High pathogenicity avian influenza,HPAI,Tunisia,TUN,35.5106,10.6392,2024-02-05,2024-03-02,2024-03-11,Meleagris gallopavo (domestic),2977,1674,confirmed,synthetic
EMPRESI-HPAI-0001883,WAHIS-HPAI-TUR-2024-02-19-01,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,39.6686,29.9152,2024-02-23,2024-03-05,2024-03-13,Larus spp. (wild),5803,3161,confirmed,synthetic
EMPRESI-HPAI-0001882,WAHIS-HPAI-TUR-2024-02-19-00,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,40.9664,31.0134,2024-02-19,2024-03-05,2024-03-14,Cygnus olor (wild),2704,1474,confirmed,synthetic
EMPRESI-HPAI-0001870,WAHIS-HPAI-TUR-2024-02-05-00,WAHIS,High pathogenicity avian influenza,HPAI,Türkiye,TUR,35.9036,33.4579,2024-02-10,2024-02-24,2024-03-15,Anas platyrhynchos (domestic),1396,757,confirmed,synthetic
