post_id,archive_number,published_date,iso3,country,disease_code,subject,curator_comment_present,confidence,data_realism
PROMED-000592,2024000592.0592,2020-07-24,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000593,2024000593.0593,2020-07-17,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,suspected,synthetic
PROMED-000594,2024000594.0594,2020-07-16,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-000595,2024000595.0595,2020-07-18,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000596,2024000596.0596,2020-07-17,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000597,2024000597.0597,2020-07-21,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,confirmed,synthetic
PROMED-000598,2024000598.0598,2020-07-21,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,suspected,synthetic
PROMED-000599,2024000599.0599,2020-07-21,EGY,Egypt,ASF,"[SYNTHETIC] ASF, animal - Egypt",False,suspected,synthetic
PROMED-000600,2024000600.0600,2020-07-18,MAR,Morocco,ASF,"[SYNTHETIC] ASF, animal - Morocco",True,confirmed,synthetic
PROMED-000601,2024000601.0601,2020-07-26,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,suspected,synthetic
PROMED-000602,2024000602.0602,2020-07-30,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,suspected,synthetic
PROMED-000603,2024000603.0603,2020-07-22,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,suspected,synthetic
PROMED-000604,2024000604.0604,2020-07-27,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-000605,2024000605.0605,2020-07-26,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000606,2024000606.0606,2020-07-31,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,suspected,synthetic
PROMED-000607,2024000607.0607,2020-07-27,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",False,suspected,synthetic
PROMED-000608,2024000608.0608,2020-07-26,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,unverified,synthetic
PROMED-000609,2024000609.0609,2020-07-31,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,suspected,synthetic
PROMED-000610,2024000610.0610,2020-07-26,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-000611,2024000611.0611,2020-07-26,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,suspected,synthetic
PROMED-000612,2024000612.0612,2020-07-29,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,suspected,synthetic
PROMED-000613,2024000613.0613,2020-07-31,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,suspected,synthetic
PROMED-000614,2024000614.0614,2020-07-31,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",False,suspected,synthetic
PROMED-000615,2024000615.0615,2020-07-30,ISR,Israel,ASF,"[SYNTHETIC] ASF, animal - Israel",True,confirmed,synthetic
PROMED-000616,2024000616.0616,2020-08-06,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,unverified,synthetic
PROMED-000617,2024000617.0617,2020-08-05,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,suspected,synthetic
PROMED-000618,2024000618.0618,2020-08-06,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000619,2024000619.0619,2020-08-06,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,unverified,synthetic
PROMED-000620,2024000620.0620,2020-08-01,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,unverified,synthetic
PROMED-000621,2024000621.0621,2020-08-03,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,confirmed,synthetic
PROMED-000622,2024000622.0622,2020-07-29,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,suspected,synthetic
PROMED-000623,2024000623.0623,2020-08-04,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,confirmed,synthetic
PROMED-000624,2024000624.0624,2020-08-06,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,unverified,synthetic
PROMED-000625,2024000625.0625,2020-08-07,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000626,2024000626.0626,2020-08-06,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,confirmed,synthetic
PROMED-000627,2024000627.0627,2020-08-08,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,confirmed,synthetic
PROMED-000628,2024000628.0628,2020-08-07,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,unverified,synthetic
PROMED-000629,2024000629.0629,2020-08-09,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-000630,2024000630.0630,2020-08-06,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,confirmed,synthetic
PROMED-000631,2024000631.0631,2020-08-10,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,unverified,synthetic
PROMED-000632,2024000632.0632,2020-08-14,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,unverified,synthetic
PROMED-000633,2024000633.0633,2020-08-14,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",False,confirmed,synthetic
PROMED-000634,2024000634.0634,2020-08-10,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,unverified,synthetic
PROMED-000635,2024000635.0635,2020-08-10,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,confirmed,synthetic
PROMED-000636,2024000636.0636,2020-08-10,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,suspected,synthetic
PROMED-000637,2024000637.0637,2020-08-05,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,confirmed,synthetic
PROMED-000638,2024000638.0638,2020-08-12,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000639,2024000639.0639,2020-08-12,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",False,unverified,synthetic
PROMED-000640,2024000640.0640,2020-08-08,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,suspected,synthetic
PROMED-000641,2024000641.0641,2020-08-19,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",False,confirmed,synthetic
PROMED-000642,2024000642.0642,2020-08-13,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,suspected,synthetic
PROMED-000643,2024000643.0643,2020-08-21,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,confirmed,synthetic
PROMED-000644,2024000644.0644,2020-08-15,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,suspected,synthetic
PROMED-000645,2024000645.0645,2020-08-12,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,unverified,synthetic
PROMED-000646,2024000646.0646,2020-08-13,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,confirmed,synthetic
PROMED-000647,2024000647.0647,2020-08-21,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,unverified,synthetic
PROMED-000648,2024000648.0648,2020-08-21,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,confirmed,synthetic
PROMED-000649,2024000649.0649,2020-08-13,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",False,confirmed,synthetic
PROMED-000650,2024000650.0650,2020-08-20,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,suspected,synthetic
PROMED-000651,2024000651.0651,2020-08-17,ISR,Israel,ASF,"[SYNTHETIC] ASF, animal - Israel",False,confirmed,synthetic
PROMED-000652,2024000652.0652,2020-08-19,EGY,Egypt,ASF,"[SYNTHETIC] ASF, animal - Egypt",False,unverified,synthetic
PROMED-000653,2024000653.0653,2020-08-23,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,suspected,synthetic
PROMED-000654,2024000654.0654,2020-08-23,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,suspected,synthetic
PROMED-000655,2024000655.0655,2020-08-23,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-000656,2024000656.0656,2020-08-22,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000657,2024000657.0657,2020-08-27,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,confirmed,synthetic
PROMED-000658,2024000658.0658,2020-08-19,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,suspected,synthetic
PROMED-000659,2024000659.0659,2020-08-20,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,confirmed,synthetic
PROMED-000660,2024000660.0660,2020-08-26,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",False,confirmed,synthetic
PROMED-000661,2024000661.0661,2020-08-25,ISR,Israel,ASF,"[SYNTHETIC] ASF, animal - Israel",True,suspected,synthetic
PROMED-000662,2024000662.0662,2020-09-02,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,confirmed,synthetic
PROMED-000663,2024000663.0663,2020-08-30,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000664,2024000664.0664,2020-08-31,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,unverified,synthetic
PROMED-000665,2024000665.0665,2020-09-04,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,confirmed,synthetic
PROMED-000666,2024000666.0666,2020-08-27,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,unverified,synthetic
PROMED-000667,2024000667.0667,2020-09-02,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,suspected,synthetic
PROMED-000668,2024000668.0668,2020-09-02,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,suspected,synthetic
PROMED-000669,2024000669.0669,2020-09-06,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",False,unverified,synthetic
PROMED-000670,2024000670.0670,2020-09-05,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,confirmed,synthetic
PROMED-000671,2024000671.0671,2020-09-04,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,confirmed,synthetic
PROMED-000672,2024000672.0672,2020-09-03,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,suspected,synthetic
PROMED-000673,2024000673.0673,2020-09-11,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,unverified,synthetic
PROMED-000674,2024000674.0674,2020-09-18,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,suspected,synthetic
PROMED-000675,2024000675.0675,2020-09-11,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,confirmed,synthetic
PROMED-000676,2024000676.0676,2020-09-17,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,suspected,synthetic
PROMED-000677,2024000677.0677,2020-09-16,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,suspected,synthetic
PROMED-000678,2024000678.0678,2020-09-17,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,unverified,synthetic
PROMED-000679,2024000679.0679,2020-09-12,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,suspected,synthetic
PROMED-000680,2024000680.0680,2020-09-17,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",True,suspected,synthetic
PROMED-000681,2024000681.0681,2020-09-22,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,unverified,synthetic
PROMED-000682,2024000682.0682,2020-09-23,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,suspected,synthetic
PROMED-000683,2024000683.0683,2020-09-24,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,confirmed,synthetic
PROMED-000684,2024000684.0684,2020-09-18,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",False,confirmed,synthetic
PROMED-000685,2024000685.0685,2020-09-16,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,suspected,synthetic
PROMED-000686,2024000686.0686,2020-09-30,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,unverified,synthetic
PROMED-000687,2024000687.0687,2020-09-26,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,unverified,synthetic
PROMED-000688,2024000688.0688,2020-09-24,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",True,confirmed,synthetic
PROMED-000689,2024000689.0689,2020-09-23,MAR,Morocco,ASF,"[SYNTHETIC] ASF, animal - Morocco",True,suspected,synthetic
PROMED-000690,2024000690.0690,2020-10-09,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,unverified,synthetic
PROMED-000691,2024000691.0691,2020-10-25,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,suspected,synthetic
PROMED-000692,2024000692.0692,2020-11-03,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000693,2024000693.0693,2020-10-28,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,suspected,synthetic
PROMED-000694,2024000694.0694,2020-11-10,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,suspected,synthetic
PROMED-000695,2024000695.0695,2021-05-22,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,confirmed,synthetic
PROMED-000696,2024000696.0696,2021-05-31,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,confirmed,synthetic
PROMED-000697,2024000697.0697,2021-06-13,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000698,2024000698.0698,2021-06-11,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,confirmed,synthetic
PROMED-000699,2024000699.0699,2021-06-27,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000700,2024000700.0700,2021-06-27,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,suspected,synthetic
PROMED-000701,2024000701.0701,2021-07-06,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,suspected,synthetic
PROMED-000702,2024000702.0702,2021-08-28,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,confirmed,synthetic
PROMED-000703,2024000703.0703,2021-09-01,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,unverified,synthetic
PROMED-000704,2024000704.0704,2021-08-29,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000705,2024000705.0705,2021-09-06,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,confirmed,synthetic
PROMED-000706,2024000706.0706,2021-09-09,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,unverified,synthetic
PROMED-000707,2024000707.0707,2021-09-09,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,unverified,synthetic
PROMED-000708,2024000708.0708,2021-09-13,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,confirmed,synthetic
PROMED-000709,2024000709.0709,2021-09-08,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,suspected,synthetic
PROMED-000710,2024000710.0710,2021-09-09,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,unverified,synthetic
PROMED-000711,2024000711.0711,2021-09-15,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,suspected,synthetic
PROMED-000712,2024000712.0712,2021-09-18,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,confirmed,synthetic
PROMED-000713,2024000713.0713,2021-09-22,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,unverified,synthetic
PROMED-000714,2024000714.0714,2021-09-16,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,unverified,synthetic
PROMED-000715,2024000715.0715,2021-09-27,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-000716,2024000716.0716,2021-09-22,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,suspected,synthetic
PROMED-000717,2024000717.0717,2021-09-22,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,confirmed,synthetic
PROMED-000718,2024000718.0718,2021-09-22,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000719,2024000719.0719,2021-09-28,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000720,2024000720.0720,2021-09-26,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,confirmed,synthetic
PROMED-000721,2024000721.0721,2021-10-01,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,unverified,synthetic
PROMED-000722,2024000722.0722,2021-10-04,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000723,2024000723.0723,2021-09-30,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,unverified,synthetic
PROMED-000724,2024000724.0724,2021-10-11,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,confirmed,synthetic
PROMED-000725,2024000725.0725,2021-10-06,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,confirmed,synthetic
PROMED-000726,2024000726.0726,2021-10-08,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,unverified,synthetic
PROMED-000727,2024000727.0727,2021-10-10,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,suspected,synthetic
PROMED-000728,2024000728.0728,2021-10-13,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,suspected,synthetic
PROMED-000729,2024000729.0729,2021-10-12,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,unverified,synthetic
PROMED-000730,2024000730.0730,2021-10-07,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,suspected,synthetic
PROMED-000731,2024000731.0731,2021-10-15,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,unverified,synthetic
PROMED-000732,2024000732.0732,2021-10-11,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",False,confirmed,synthetic
PROMED-000733,2024000733.0733,2021-10-17,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,confirmed,synthetic
PROMED-000734,2024000734.0734,2021-10-21,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,suspected,synthetic
PROMED-000735,2024000735.0735,2021-10-15,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,confirmed,synthetic
PROMED-000736,2024000736.0736,2021-10-17,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,unverified,synthetic
PROMED-000737,2024000737.0737,2021-10-17,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",False,unverified,synthetic
PROMED-000738,2024000738.0738,2021-10-27,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,suspected,synthetic
PROMED-000739,2024000739.0739,2021-10-23,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,suspected,synthetic
PROMED-000740,2024000740.0740,2021-10-28,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,confirmed,synthetic
PROMED-000741,2024000741.0741,2021-10-26,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,confirmed,synthetic
PROMED-000742,2024000742.0742,2021-10-26,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,unverified,synthetic
PROMED-000743,2024000743.0743,2021-10-27,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,confirmed,synthetic
PROMED-000744,2024000744.0744,2021-11-03,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,unverified,synthetic
PROMED-000745,2024000745.0745,2021-11-03,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,confirmed,synthetic
PROMED-000746,2024000746.0746,2021-11-01,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,suspected,synthetic
PROMED-000747,2024000747.0747,2021-11-08,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-000748,2024000748.0748,2021-11-09,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,suspected,synthetic
PROMED-000749,2024000749.0749,2021-11-03,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,suspected,synthetic
PROMED-000750,2024000750.0750,2021-11-10,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,confirmed,synthetic
PROMED-000751,2024000751.0751,2021-11-11,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",False,confirmed,synthetic
PROMED-000752,2024000752.0752,2021-11-09,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,suspected,synthetic
PROMED-000753,2024000753.0753,2021-11-11,ISR,Israel,ASF,"[SYNTHETIC] ASF, animal - Israel",False,confirmed,synthetic
PROMED-000754,2024000754.0754,2021-11-12,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,confirmed,synthetic
PROMED-000755,2024000755.0755,2021-11-12,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,confirmed,synthetic
PROMED-000756,2024000756.0756,2021-11-14,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,suspected,synthetic
PROMED-000757,2024000757.0757,2021-11-15,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,suspected,synthetic
PROMED-000758,2024000758.0758,2021-11-13,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,suspected,synthetic
PROMED-000759,2024000759.0759,2021-11-22,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,unverified,synthetic
PROMED-000760,2024000760.0760,2021-11-24,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,unverified,synthetic
PROMED-000761,2024000761.0761,2021-12-01,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,confirmed,synthetic
PROMED-000762,2024000762.0762,2021-12-15,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,suspected,synthetic
PROMED-000763,2024000763.0763,2022-06-02,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,suspected,synthetic
PROMED-000764,2024000764.0764,2022-06-08,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,confirmed,synthetic
PROMED-000765,2024000765.0765,2022-06-22,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000766,2024000766.0766,2022-06-23,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000767,2024000767.0767,2022-06-26,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,suspected,synthetic
PROMED-000768,2024000768.0768,2022-06-29,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,unverified,synthetic
PROMED-000769,2024000769.0769,2022-06-29,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,confirmed,synthetic
PROMED-000770,2024000770.0770,2022-06-23,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,confirmed,synthetic
PROMED-000771,2024000771.0771,2022-07-07,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,suspected,synthetic
PROMED-000772,2024000772.0772,2022-06-29,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,unverified,synthetic
PROMED-000773,2024000773.0773,2022-06-29,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000774,2024000774.0774,2022-06-29,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,confirmed,synthetic
PROMED-000775,2024000775.0775,2022-07-03,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,suspected,synthetic
PROMED-000776,2024000776.0776,2022-07-11,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,unverified,synthetic
PROMED-000777,2024000777.0777,2022-07-13,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,confirmed,synthetic
PROMED-000778,2024000778.0778,2022-07-11,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,unverified,synthetic
PROMED-000779,2024000779.0779,2022-07-14,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,suspected,synthetic
PROMED-000780,2024000780.0780,2022-07-06,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,confirmed,synthetic
PROMED-000781,2024000781.0781,2022-07-14,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000782,2024000782.0782,2022-07-13,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000783,2024000783.0783,2022-07-17,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,suspected,synthetic
PROMED-000784,2024000784.0784,2022-07-18,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,confirmed,synthetic
PROMED-000785,2024000785.0785,2022-07-22,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,confirmed,synthetic
PROMED-000786,2024000786.0786,2022-07-29,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",False,suspected,synthetic
PROMED-000787,2024000787.0787,2022-07-22,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,unverified,synthetic
PROMED-000788,2024000788.0788,2022-07-25,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,confirmed,synthetic
PROMED-000789,2024000789.0789,2022-07-27,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
