event_id,outbreak_id,report_type,report_number,disease,disease_code,serotype,country,iso3,admin1,locality,latitude,longitude,location_precision,start_date,date_of_suspicion,date_of_confirmation,date_of_notification,date_of_publication,event_status,diagnosis,species,host_category,is_wild,outbreaks,susceptible,cases,deaths,killed_and_disposed,is_first_occurrence,control_measures,data_realism
WAHIS-ASF-BEL-2025-09-08,WAHIS-ASF-BEL-2025-09-08-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R8,Belgium locality 175,50.3811,3.3911,point,2025-09-11,2025-09-13,2025-09-14,2025-09-14,2025-09-15,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,3397,523,465,683,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2025-08-25,WAHIS-ASF-DEU-2025-08-25-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R1,Germany locality 132,50.2277,13.9437,point,2025-08-28,2025-09-07,2025-09-12,2025-09-13,2025-09-15,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1148,390,334,549,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-09-01,WAHIS-ASF-ESP-2025-09-01-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R2,Spain locality 151,38.5824,-1.7314,point,2025-09-02,2025-09-05,2025-09-08,2025-09-10,2025-09-15,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,534,142,127,183,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-MDA-2025-08-25,WAHIS-ASF-MDA-2025-08-25-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Moldova,MDA,MDA-R2,Moldova locality 142,47.0956,28.5661,point,2025-08-27,2025-09-05,2025-09-07,2025-09-12,2025-09-15,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,960,117,102,160,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2025-09-01,WAHIS-ASF-SRB-2025-09-01-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R5,Serbia locality 154,42.9002,19.9198,point,2025-09-06,2025-09-08,2025-09-10,2025-09-12,2025-09-15,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,77,55,43,82,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2025-09-01,WAHIS-ASF-DEU-2025-09-01-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R5,Germany locality 145,49.6383,7.6478,point,2025-09-06,2025-09-11,2025-09-12,2025-09-15,2025-09-16,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,695,151,139,204,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ROU-2025-09-01,WAHIS-HPAI-ROU-2025-09-01-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Romania,ROU,ROU-R9,Romania locality 179,47.2048,27.025,point,2025-09-03,2025-09-11,2025-09-12,2025-09-14,2025-09-16,ongoing,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,7660,3379,1851,4574,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-08-25,WAHIS-ASF-BEL-2025-08-25-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R4,Belgium locality 135,50.9326,4.6064,point,2025-08-29,2025-09-08,2025-09-09,2025-09-14,2025-09-17,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,518,65,61,86,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BGR-2025-08-25,WAHIS-ASF-BGR-2025-08-25-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Bulgaria,BGR,BGR-R8,Bulgaria locality 139,44.2381,26.2679,point,2025-08-30,2025-09-06,2025-09-12,2025-09-14,2025-09-17,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,255,131,112,180,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-08-18,WAHIS-ASF-FRA-2025-08-18-03,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R8,France locality 112,44.8633,1.0179,point,2025-08-23,2025-09-01,2025-09-12,2025-09-15,2025-09-17,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,253,42,40,55,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-HUN-2025-09-01,WAHIS-ASF-HUN-2025-09-01-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Hungary,HUN,HUN-R3,Hungary locality 152,48.3149,18.5052,point,2025-09-01,2025-09-08,2025-09-09,2025-09-15,2025-09-17,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1209,225,205,304,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-HUN-2025-09-01,WAHIS-ASF-HUN-2025-09-01-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Hungary,HUN,HUN-R4,Hungary locality 153,48.1156,18.1246,point,2025-09-02,2025-09-11,2025-09-15,2025-09-15,2025-09-17,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,593,217,185,288,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2025-08-18,WAHIS-ASF-RUS-2025-08-18-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R6,Russian Federation locality 128,52.5061,44.3239,point,2025-08-24,2025-08-29,2025-09-07,2025-09-14,2025-09-17,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,662,131,110,180,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2025-09-01,WAHIS-ASF-RUS-2025-09-01-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R9,Russian Federation locality 158,61.059,41.8105,point,2025-09-07,2025-09-10,2025-09-11,2025-09-13,2025-09-17,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,376,194,176,262,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-08-25,WAHIS-ASF-BEL-2025-08-25-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R5,Belgium locality 136,49.7674,4.2532,point,2025-08-26,2025-09-06,2025-09-10,2025-09-13,2025-09-18,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,399,83,70,117,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-MDA-2025-08-25,WAHIS-ASF-MDA-2025-08-25-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Moldova,MDA,MDA-R3,Moldova locality 143,46.4598,28.0247,point,2025-08-27,2025-08-31,2025-09-04,2025-09-13,2025-09-18,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,420,133,118,183,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-08,WAHIS-ASF-NLD-2025-09-08-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R2,Netherlands locality 169,52.2316,5.9097,point,2025-09-13,2025-09-16,2025-09-17,2025-09-17,2025-09-18,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,19,5,5,8,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-01,WAHIS-ASF-BEL-2025-09-01-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R9,Belgium locality 149,50.0663,5.6116,point,2025-09-03,2025-09-08,2025-09-10,2025-09-16,2025-09-19,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,236,49,44,57,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2025-08-25,WAHIS-ASF-SRB-2025-08-25-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R1,Serbia locality 141,44.6963,21.1157,point,2025-08-30,2025-09-09,2025-09-13,2025-09-17,2025-09-19,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,265,32,29,44,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2025-08-25,WAHIS-ASF-DEU-2025-08-25-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R9,Germany locality 131,52.098,8.7053,point,2025-08-27,2025-08-28,2025-09-02,2025-09-16,2025-09-20,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,132,79,72,106,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-08-25,WAHIS-ASF-ESP-2025-08-25-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R6,Spain locality 137,42.6677,-1.2697,point,2025-08-30,2025-09-10,2025-09-18,2025-09-19,2025-09-20,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,137,28,23,40,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-09-08,WAHIS-ASF-ESP-2025-09-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R9,Spain locality 176,42.3219,-7.2985,point,2025-09-11,2025-09-16,2025-09-16,2025-09-18,2025-09-20,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,2125,363,321,492,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-09-08,WAHIS-ASF-ESP-2025-09-08-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R2,Spain locality 178,40.3554,0.4773,point,2025-09-12,2025-09-15,2025-09-17,2025-09-19,2025-09-20,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1127,133,118,173,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ITA-2025-08-18,WAHIS-ASF-ITA-2025-08-18-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Italy,ITA,ITA-R1,Italy locality 123,43.2962,9.0438,point,2025-08-22,2025-09-10,2025-09-13,2025-09-16,2025-09-20,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,208,62,55,87,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-08,WAHIS-ASF-NLD-2025-09-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R1,Netherlands locality 168,53.1688,5.8809,point,2025-09-08,2025-09-10,2025-09-14,2025-09-18,2025-09-20,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,596,96,81,127,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BGR-2025-09-08,WAHIS-ASF-BGR-2025-09-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Bulgaria,BGR,BGR-R7,Bulgaria locality 183,42.8846,23.2422,point,2025-09-12,2025-09-15,2025-09-17,2025-09-19,2025-09-21,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,192,42,37,54,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-09-01,WAHIS-ASF-FRA-2025-09-01-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R4,France locality 144,45.0363,2.752,point,2025-09-06,2025-09-11,2025-09-14,2025-09-18,2025-09-21,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1006,112,99,150,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-09-08,WAHIS-ASF-FRA-2025-09-08-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R7,France locality 165,44.1939,-1.8075,point,2025-09-14,2025-09-16,2025-09-16,2025-09-18,2025-09-21,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,323,65,58,91,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-08,WAHIS-ASF-NLD-2025-09-08-05,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R6,Netherlands locality 173,52.0227,5.358,point,2025-09-08,2025-09-12,2025-09-12,2025-09-17,2025-09-21,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,514,214,186,286,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-08-18,WAHIS-ASF-BEL-2025-08-18-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R6,Belgium locality 119,50.4655,4.2761,point,2025-08-20,2025-09-14,2025-09-16,2025-09-19,2025-09-22,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,705,130,117,188,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-08,WAHIS-ASF-NLD-2025-09-08-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R3,Netherlands locality 170,51.409,6.6301,point,2025-09-13,2025-09-18,2025-09-18,2025-09-20,2025-09-22,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,182,75,64,102,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2025-09-01,WAHIS-ASF-RUS-2025-09-01-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R8,Russian Federation locality 157,59.5119,40.9146,point,2025-09-06,2025-09-08,2025-09-14,2025-09-20,2025-09-22,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,114,21,19,25,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-MDA-2025-09-01,WAHIS-ASF-MDA-2025-09-01-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Moldova,MDA,MDA-R6,Moldova locality 155,46.3054,28.7534,point,2025-09-04,2025-09-11,2025-09-20,2025-09-22,2025-09-24,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,250,36,32,49,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-15,WAHIS-ASF-NLD-2025-09-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R7,Netherlands locality 192,52.7157,6.4345,point,2025-09-15,2025-09-19,2025-09-19,2025-09-20,2025-09-24,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,565,135,123,188,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2025-09-08,WAHIS-ASF-SRB-2025-09-08-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R9,Serbia locality 185,44.543,22.7043,point,2025-09-12,2025-09-15,2025-09-16,2025-09-21,2025-09-24,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1159,244,220,326,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-09-08,WAHIS-ASF-FRA-2025-09-08-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R6,France locality 164,49.9296,1.2966,point,2025-09-14,2025-09-17,2025-09-19,2025-09-23,2025-09-25,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,239,152,132,206,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-TUR-2025-09-15,WAHIS-ASF-TUR-2025-09-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Türkiye,TUR,TUR-R6,Türkiye locality 209,39.7206,30.129,point,2025-09-17,2025-09-19,2025-09-20,2025-09-21,2025-09-25,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,279,119,106,161,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-09-08,WAHIS-ASF-FRA-2025-09-08-03,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R8,France locality 166,45.1973,3.4504,point,2025-09-14,2025-09-20,2025-09-22,2025-09-23,2025-09-26,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,2101,242,210,318,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-POL-2025-08-11,WAHIS-ASF-POL-2025-08-11-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Poland,POL,POL-R2,Poland locality 106,53.7313,21.7935,point,2025-08-13,2025-09-07,2025-09-17,2025-09-20,2025-09-27,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,229,88,80,126,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2025-09-15,WAHIS-ASF-DEU-2025-09-15-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R6,Germany locality 191,52.0789,10.566,point,2025-09-18,2025-09-21,2025-09-23,2025-09-24,2025-09-28,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,64,12,12,19,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-HUN-2025-09-08,WAHIS-ASF-HUN-2025-09-08-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Hungary,HUN,HUN-R5,Hungary locality 181,48.3545,18.0697,point,2025-09-14,2025-09-18,2025-09-18,2025-09-23,2025-09-28,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1431,176,152,233,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-09-15,WAHIS-ASF-FRA-2025-09-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R2,France locality 187,46.3098,3.2405,point,2025-09-19,2025-09-22,2025-09-23,2025-09-26,2025-09-29,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1514,218,190,297,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-15,WAHIS-ASF-NLD-2025-09-15-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R8,Netherlands locality 193,51.5641,6.5012,point,2025-09-18,2025-09-22,2025-09-25,2025-09-27,2025-09-29,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,468,171,155,224,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-TUR-2025-08-18,WAHIS-ASF-TUR-2025-08-18-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Türkiye,TUR,TUR-R8,Türkiye locality 130,41.2606,35.6606,point,2025-08-21,2025-09-08,2025-09-11,2025-09-27,2025-09-29,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,694,160,147,226,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-15,WAHIS-ASF-BEL-2025-09-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R2,Belgium locality 196,50.2638,5.7181,point,2025-09-18,2025-09-21,2025-09-22,2025-09-24,2025-09-30,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,230,29,25,38,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-15,WAHIS-ASF-BEL-2025-09-15-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R3,Belgium locality 197,51.3173,4.525,point,2025-09-16,2025-09-21,2025-09-21,2025-09-26,2025-09-30,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,882,182,156,248,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-MDA-2025-09-15,WAHIS-ASF-MDA-2025-09-15-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Moldova,MDA,MDA-R4,Moldova locality 207,47.3349,27.6222,point,2025-09-19,2025-09-23,2025-09-25,2025-09-26,2025-09-30,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,458,63,55,80,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-08,WAHIS-ASF-NLD-2025-09-08-04,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R5,Netherlands locality 172,52.8299,6.3256,point,2025-09-10,2025-09-18,2025-09-23,2025-09-27,2025-09-30,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,115,25,21,36,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-POL-2025-09-15,WAHIS-ASF-POL-2025-09-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Poland,POL,POL-R7,Poland locality 201,53.7042,23.0402,point,2025-09-16,2025-09-26,2025-09-26,2025-09-27,2025-09-30,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,521,131,118,181,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2025-09-08,WAHIS-ASF-ROU-2025-09-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R6,Romania locality 182,43.4974,24.106,point,2025-09-14,2025-09-24,2025-09-26,2025-09-29,2025-09-30,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,157,39,34,55,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2025-09-01,WAHIS-ASF-RUS-2025-09-01-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R1,Russian Federation locality 159,54.7172,38.6217,point,2025-09-05,2025-09-13,2025-09-22,2025-09-25,2025-09-30,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,345,147,123,199,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-22,WAHIS-ASF-BEL-2025-09-22-06,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R1,Belgium locality 222,50.7639,3.9279,point,2025-09-25,2025-09-27,2025-09-29,2025-09-30,2025-10-01,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,730,186,164,251,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-22,WAHIS-ASF-NLD-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R2,Netherlands locality 214,53.1071,6.299,point,2025-09-22,2025-09-27,2025-09-29,2025-09-29,2025-10-01,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,385,82,70,117,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-09-15,WAHIS-ASF-FRA-2025-09-15-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R3,France locality 188,46.8288,1.9924,point,2025-09-19,2025-09-25,2025-09-27,2025-09-28,2025-10-02,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,68,49,43,66,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-01,WAHIS-ASF-NLD-2025-09-01-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R7,Netherlands locality 147,51.2559,6.0323,point,2025-09-06,2025-09-20,2025-09-23,2025-09-29,2025-10-02,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,425,53,45,72,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-TUN-2025-09-15,WAHIS-ASF-TUN-2025-09-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Tunisia,TUN,TUN-R7,Tunisia locality 210,35.903,10.0753,point,2025-09-17,2025-09-24,2025-09-27,2025-09-30,2025-10-02,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,778,125,107,178,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-22,WAHIS-ASF-BEL-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R4,Belgium locality 216,50.2412,4.7025,point,2025-09-27,2025-09-30,2025-09-30,2025-10-01,2025-10-03,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,564,90,72,112,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2025-09-08,WAHIS-ASF-DEU-2025-09-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R9,Germany locality 167,49.5907,14.1798,point,2025-09-12,2025-09-17,2025-09-18,2025-10-01,2025-10-03,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,178,25,23,36,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-22,WAHIS-ASF-NLD-2025-09-22-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R3,Netherlands locality 215,51.848,7.0117,point,2025-09-22,2025-09-27,2025-09-28,2025-09-30,2025-10-03,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1662,326,281,439,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2025-09-15,WAHIS-ASF-ROU-2025-09-15-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R2,Romania locality 205,47.4099,25.2339,point,2025-09-15,2025-09-20,2025-09-24,2025-10-01,2025-10-03,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,2559,303,265,430,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-22,WAHIS-ASF-BEL-2025-09-22-07,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R2,Belgium locality 223,50.5928,4.4079,point,2025-09-26,2025-09-29,2025-09-30,2025-10-02,2025-10-04,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,232,110,92,142,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-09-22,WAHIS-ASF-ESP-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R5,Spain locality 226,36.8671,-4.3269,point,2025-09-26,2025-09-26,2025-09-28,2025-09-30,2025-10-04,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,425,50,43,68,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-09-22,WAHIS-ASF-ESP-2025-09-22-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R6,Spain locality 227,39.4444,-0.94,point,2025-09-24,2025-09-26,2025-09-30,2025-10-02,2025-10-04,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,492,109,97,143,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-HUN-2025-09-22,WAHIS-ASF-HUN-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Hungary,HUN,HUN-R8,Hungary locality 229,46.9281,21.109,point,2025-09-25,2025-10-01,2025-10-01,2025-10-02,2025-10-04,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,192,81,70,100,False,stamping_out;movement_control;disinfection,synthetic
