date,iso3,country,theme,disease_code,n_articles,n_distinct_sources,n_languages,avg_tone,query,data_realism
2022-10-08,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,2,2,1,-5.238,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2022-10-03,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.967,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2022-10-06,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,0,0,2,-2.907,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2022-10-07,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,2,2,2,-2.636,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2022-10-09,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,2,2,4,-3.195,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2022-10-03,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,2,2,2,-4.82,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2022-10-04,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,0,0,1,-5.634,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2022-10-06,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,2,1,2,-5.788,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2022-10-07,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,3,-5.253,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2022-10-09,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.638,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2022-10-03,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,0,0,2,-7.603,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-04,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,3,2,4,-5.499,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-06,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.904,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-07,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,4,3,3,-4.803,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-08,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,2,1,1,-3.863,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-09,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.3,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-10,FRA,France,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.113,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-11,FRA,France,ANIMAL_DISEASE_ASF,ASF,4,3,3,-6.462,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-12,FRA,France,ANIMAL_DISEASE_ASF,ASF,4,3,3,-4.767,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-13,FRA,France,ANIMAL_DISEASE_ASF,ASF,3,2,2,-4.802,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-14,FRA,France,ANIMAL_DISEASE_ASF,ASF,4,3,3,-3.688,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-15,FRA,France,ANIMAL_DISEASE_ASF,ASF,4,4,1,-2.456,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-10,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,3,3,2,-2.306,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-11,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,7,7,2,-3.025,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-13,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,5,5,2,-1.464,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-14,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,2,2,2,-0.818,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-15,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.241,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-16,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,3,2,2,-2.914,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-10,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,2,-1.253,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-11,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,3,3,2,-1.902,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-12,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,3,3,2,1.4,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-13,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,4,3,1,-4.188,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-14,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.24,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-15,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.244,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-16,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,2,2,2,-2.494,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-11,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,2,2,3,-4.593,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-12,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,2,2,2,0.284,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-14,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,3,-4.583,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-15,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,3,-4.038,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-16,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.602,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-11,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,2,2,1,-6.502,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-12,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,1,1,4,-1.38,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-13,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,2,1,3,-7.177,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-14,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,2,2,2,-5.225,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-15,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,2,2,1,-1.926,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-16,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,5,3,1,-1.529,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-10,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,1,1,2,-5.805,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-12,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,1,1,1,-3.999,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-13,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,2,2,1,-1.092,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-15,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,0,0,2,-3.047,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-16,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,1,1,3,-2.367,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-11,POL,Poland,ANIMAL_DISEASE_ASF,ASF,2,2,3,-3.536,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2022-10-12,POL,Poland,ANIMAL_DISEASE_ASF,ASF,2,2,2,-0.669,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2022-10-13,POL,Poland,ANIMAL_DISEASE_ASF,ASF,3,1,2,-1.351,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2022-10-14,POL,Poland,ANIMAL_DISEASE_ASF,ASF,3,3,3,-1.253,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2022-10-15,POL,Poland,ANIMAL_DISEASE_ASF,ASF,1,1,3,-8.681,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2022-10-16,POL,Poland,ANIMAL_DISEASE_ASF,ASF,1,1,1,-0.503,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2022-10-10,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,6,2,2,-1.033,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2022-10-11,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,1,1,2,-5.433,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2022-10-12,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,4,3,1,-5.581,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2022-10-13,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,6,6,2,-4.029,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2022-10-14,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,1,1,1,-5.058,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2022-10-16,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,1,1,2,-9.294,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2022-10-10,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,4,2,3,-2.082,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2022-10-11,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,6,2,4,-3.154,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2022-10-12,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,3,2,1,-2.067,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2022-10-14,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,1,1,1,-4.137,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2022-10-15,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,2,2,2,0.892,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2022-10-16,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,0,0,1,-5.671,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2022-10-10,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,0,0,2,-2.392,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2022-10-11,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,4,3,1,-3.028,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2022-10-12,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.709,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2022-10-13,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.511,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2022-10-14,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,3,3,2,-3.967,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2022-10-15,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.013,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2022-10-10,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,5,2,2,-3.445,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2022-10-11,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,3,3,1,-1.873,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2022-10-12,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,1,-4.235,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2022-10-13,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,2,2,2,-0.818,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2022-10-14,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,2,2,2,-6.262,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2022-10-16,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.599,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2022-10-10,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,7,6,2,-3.494,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2022-10-11,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,1,1,3,-5.913,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2022-10-12,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,8,5,1,-1.764,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2022-10-13,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,5,5,1,-1.367,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2022-10-14,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,2,2,2,-3.575,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2022-10-15,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,4,2,2,-2.986,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2022-10-16,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,4,2,2,-4.492,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2022-10-10,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,1,1,3,-4.371,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2022-10-11,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,1,1,3,-4.497,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2022-10-13,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,2,1,2,-2.278,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2022-10-14,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,2,2,2,-2.948,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2022-10-10,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,3,3,1,-2.975,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2022-10-11,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.656,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2022-10-12,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,3,3,1,-4.425,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2022-10-13,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,4,4,2,-1.538,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2022-10-14,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.437,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2022-10-16,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,3,3,1,0.196,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2022-10-11,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,3,1,1,-2.737,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2022-10-12,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,2,1,2,-2.324,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2022-10-13,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.017,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2022-10-14,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.215,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2022-10-15,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,0,0,2,-1.001,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2022-10-16,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,1,1,1,-4.916,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2022-10-10,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-6.82,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2022-10-11,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,0,0,3,-2.06,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2022-10-12,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,0,0,2,-2.525,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2022-10-13,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,3,3,2,-1.335,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2022-10-14,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,2,1,2,-4.701,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2022-10-11,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,1,1,1,-4.444,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2022-10-12,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,2,2,2,-5.284,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2022-10-13,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.099,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2022-10-15,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,0,0,2,-4.725,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2022-10-11,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,1,1,1,-3.803,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2022-10-12,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.583,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2022-10-13,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,2,2,1,-3.502,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2022-10-14,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,1,1,3,-0.48,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2022-10-15,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,2,2,3,-4.502,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2022-10-10,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.743,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2022-10-14,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,4,-4.436,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2022-10-10,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.016,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-11,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,1,-2.828,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-13,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,2,-6.028,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-14,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,2,2,1,-3.155,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-15,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.266,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2022-10-17,FRA,France,ANIMAL_DISEASE_ASF,ASF,3,3,1,-1.581,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-18,FRA,France,ANIMAL_DISEASE_ASF,ASF,4,3,2,-3.709,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-19,FRA,France,ANIMAL_DISEASE_ASF,ASF,2,1,2,-2.685,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-20,FRA,France,ANIMAL_DISEASE_ASF,ASF,2,2,3,-0.989,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-21,FRA,France,ANIMAL_DISEASE_ASF,ASF,2,2,4,-0.923,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-22,FRA,France,ANIMAL_DISEASE_ASF,ASF,2,2,1,-3.091,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-23,FRA,France,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.7,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2022-10-17,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,2,2,1,-5.31,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-18,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,1,1,2,-1.205,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-19,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,5,3,3,-0.254,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-20,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.96,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-21,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.813,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-23,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,3,3,2,-3.111,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2022-10-17,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,3,2,4,-5.726,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-18,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.028,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-19,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,2,2,2,-4.825,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-21,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,3,3,1,-3.918,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-22,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.547,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2022-10-17,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.766,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-18,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,3,-4.067,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-19,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,3,3,2,-2.507,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-20,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,3,-2.446,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-21,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,1,-2.671,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2022-10-17,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,3,3,4,-3.548,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-18,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,0,0,3,0.891,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-19,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,4,4,3,-3.44,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-21,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,2,1,3,-3.491,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-22,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,2,2,1,-5.591,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-23,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.124,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2022-10-17,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,3,2,1,-1.69,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-18,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,2,1,2,-4.229,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-19,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,3,1,3,-3.856,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-20,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.755,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-21,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,3,3,3,-8.586,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2022-10-22,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,1,1,1,-4.193,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
