signal_id,detected_date,screened_date,iso3,country,disease_code,signal_strength,verification_status,signal_type,underlying_sources,data_realism
BEACON-0006838,2023-04-11,2023-04-12,BEL,Belgium,ASF,0.252,unverified,media_cluster,media,synthetic
BEACON-0006839,2023-04-11,2023-04-13,BEL,Belgium,ASF,0.339,unverified,syndromic,media,synthetic
BEACON-0006840,2023-04-11,2023-04-13,ROU,Romania,ASF,0.214,unverified,unusual_mortality,media,synthetic
BEACON-0006841,2023-04-13,2023-04-13,ROU,Romania,ASF,0.719,unverified,unusual_mortality,media;official,synthetic
BEACON-0006842,2023-04-12,2023-04-12,BGR,Bulgaria,ASF,0.373,unverified,media_cluster,field,synthetic
BEACON-0006843,2023-04-14,2023-04-16,UKR,Ukraine,ASF,0.351,unverified,trade_alert,media;official,synthetic
BEACON-0006844,2023-04-15,2023-04-16,MDA,Moldova,ASF,0.294,verified,media_cluster,media,synthetic
BEACON-0006845,2023-04-13,2023-04-15,TUR,Türkiye,ASF,0.516,verified,trade_alert,media;official,synthetic
BEACON-0006846,2023-04-11,2023-04-13,GEO,Georgia,ASF,0.49,unverified,media_cluster,media,synthetic
BEACON-0006847,2023-04-15,2023-04-16,ISR,Israel,ASF,0.195,unverified,syndromic,media,synthetic
BEACON-0006848,2023-04-11,2023-04-12,ISR,Israel,ASF,0.505,unverified,trade_alert,official,synthetic
BEACON-0006849,2023-04-14,2023-04-15,EGY,Egypt,ASF,0.478,verified,unusual_mortality,media,synthetic
BEACON-0006850,2023-04-12,2023-04-14,EGY,Egypt,ASF,0.055,unverified,media_cluster,official,synthetic
BEACON-0006851,2023-04-10,2023-04-12,MAR,Morocco,ASF,0.374,unverified,media_cluster,field,synthetic
BEACON-0006852,2023-04-18,2023-04-19,FRA,France,ASF,0.361,verified,unusual_mortality,media,synthetic
BEACON-0006853,2023-04-22,2023-04-24,FRA,France,ASF,0.404,verified,media_cluster,media;official,synthetic
BEACON-0006854,2023-04-17,2023-04-17,FRA,France,ASF,0.154,unverified,media_cluster,media,synthetic
BEACON-0006855,2023-04-22,2023-04-24,FRA,France,ASF,0.132,verified,syndromic,media,synthetic
BEACON-0006856,2023-04-19,2023-04-19,ESP,Spain,ASF,0.177,unverified,unusual_mortality,media,synthetic
BEACON-0006857,2023-04-20,2023-04-20,POL,Poland,ASF,0.589,unverified,syndromic,media,synthetic
BEACON-0006858,2023-04-18,2023-04-20,HUN,Hungary,ASF,0.339,unverified,media_cluster,media,synthetic
BEACON-0006859,2023-04-17,2023-04-18,ROU,Romania,ASF,0.381,verified,trade_alert,media,synthetic
BEACON-0006860,2023-04-17,2023-04-18,UKR,Ukraine,ASF,0.385,verified,media_cluster,media,synthetic
BEACON-0006861,2023-04-18,2023-04-19,EGY,Egypt,ASF,0.31,unverified,trade_alert,field,synthetic
BEACON-0006862,2023-04-22,2023-04-24,TUN,Tunisia,ASF,0.548,unverified,media_cluster,media,synthetic
BEACON-0006863,2023-04-26,2023-04-28,FRA,France,ASF,0.86,unverified,syndromic,media;official,synthetic
BEACON-0006864,2023-04-25,2023-04-26,DEU,Germany,ASF,0.06,verified,unusual_mortality,media;official,synthetic
BEACON-0006865,2023-04-28,2023-04-28,BGR,Bulgaria,ASF,0.77,unverified,media_cluster,media;official,synthetic
BEACON-0006866,2023-04-27,2023-04-29,MDA,Moldova,ASF,0.605,verified,media_cluster,media;official,synthetic
BEACON-0006867,2023-04-25,2023-04-25,GEO,Georgia,ASF,0.796,verified,unusual_mortality,official,synthetic
BEACON-0006868,2023-04-27,2023-04-27,GEO,Georgia,ASF,0.536,unverified,media_cluster,media,synthetic
BEACON-0006869,2023-04-28,2023-04-30,GEO,Georgia,ASF,0.802,unverified,unusual_mortality,media;official,synthetic
BEACON-0006870,2023-05-05,2023-05-05,FRA,France,ASF,0.618,unverified,trade_alert,media,synthetic
BEACON-0006871,2023-05-01,2023-05-02,FRA,France,ASF,0.227,verified,syndromic,media;official,synthetic
BEACON-0006872,2023-05-04,2023-05-04,NLD,Netherlands,ASF,0.301,verified,syndromic,media,synthetic
BEACON-0006873,2023-05-04,2023-05-06,ESP,Spain,ASF,0.296,unverified,media_cluster,media,synthetic
BEACON-0006874,2023-05-02,2023-05-03,SRB,Serbia,ASF,0.251,unverified,unusual_mortality,media;official,synthetic
BEACON-0006875,2023-05-03,2023-05-05,SRB,Serbia,ASF,0.256,unverified,syndromic,official,synthetic
BEACON-0006876,2023-05-05,2023-05-05,UKR,Ukraine,ASF,0.527,unverified,media_cluster,media,synthetic
BEACON-0006877,2023-05-02,2023-05-03,GEO,Georgia,ASF,0.471,verified,unusual_mortality,media;official,synthetic
BEACON-0006878,2023-05-04,2023-05-04,EGY,Egypt,ASF,0.428,verified,unusual_mortality,media,synthetic
BEACON-0006879,2023-05-03,2023-05-05,MAR,Morocco,ASF,0.638,unverified,unusual_mortality,media,synthetic
BEACON-0006880,2023-05-08,2023-05-09,FRA,France,ASF,0.346,verified,unusual_mortality,media,synthetic
BEACON-0006881,2023-05-13,2023-05-13,FRA,France,ASF,0.506,unverified,trade_alert,media,synthetic
BEACON-0006882,2023-05-09,2023-05-11,FRA,France,ASF,0.553,verified,unusual_mortality,official,synthetic
BEACON-0006883,2023-05-12,2023-05-12,DEU,Germany,ASF,0.115,unverified,trade_alert,official,synthetic
BEACON-0006884,2023-05-08,2023-05-10,DEU,Germany,ASF,0.2,unverified,syndromic,media;official,synthetic
BEACON-0006885,2023-05-13,2023-05-13,BEL,Belgium,ASF,0.77,verified,syndromic,media,synthetic
BEACON-0006886,2023-05-13,2023-05-15,BEL,Belgium,ASF,0.349,unverified,media_cluster,media,synthetic
BEACON-0006887,2023-05-10,2023-05-12,BEL,Belgium,ASF,0.07,unverified,media_cluster,media,synthetic
BEACON-0006888,2023-05-09,2023-05-11,POL,Poland,ASF,0.315,unverified,media_cluster,media,synthetic
BEACON-0006889,2023-05-12,2023-05-12,BGR,Bulgaria,ASF,0.107,verified,unusual_mortality,media;official,synthetic
BEACON-0006890,2023-05-11,2023-05-11,SRB,Serbia,ASF,0.47,unverified,media_cluster,official,synthetic
BEACON-0006891,2023-05-11,2023-05-12,UKR,Ukraine,ASF,0.235,verified,unusual_mortality,media,synthetic
BEACON-0006892,2023-05-10,2023-05-11,TUR,Türkiye,ASF,0.265,unverified,unusual_mortality,field,synthetic
BEACON-0006893,2023-05-10,2023-05-12,TUR,Türkiye,ASF,0.647,verified,syndromic,media;official,synthetic
BEACON-0006894,2023-05-16,2023-05-18,FRA,France,ASF,0.138,unverified,unusual_mortality,media,synthetic
BEACON-0006895,2023-05-19,2023-05-19,FRA,France,ASF,0.358,verified,media_cluster,field,synthetic
BEACON-0006896,2023-05-15,2023-05-16,BEL,Belgium,ASF,0.264,unverified,media_cluster,media;official,synthetic
BEACON-0006897,2023-05-16,2023-05-16,ITA,Italy,ASF,0.26,unverified,media_cluster,media,synthetic
BEACON-0006898,2023-05-18,2023-05-20,ESP,Spain,ASF,0.263,unverified,unusual_mortality,media;official,synthetic
BEACON-0006899,2023-05-15,2023-05-15,HUN,Hungary,ASF,0.655,verified,media_cluster,media,synthetic
BEACON-0006900,2023-05-16,2023-05-18,ROU,Romania,ASF,0.451,unverified,unusual_mortality,media;official,synthetic
BEACON-0006901,2023-05-18,2023-05-18,MDA,Moldova,ASF,0.68,unverified,syndromic,media;official,synthetic
BEACON-0006902,2023-05-15,2023-05-17,TUR,Türkiye,ASF,0.254,unverified,media_cluster,media,synthetic
BEACON-0006903,2023-05-16,2023-05-17,TUR,Türkiye,ASF,0.168,unverified,media_cluster,media,synthetic
BEACON-0006904,2023-05-19,2023-05-19,GEO,Georgia,ASF,0.475,verified,unusual_mortality,media,synthetic
BEACON-0006905,2023-05-17,2023-05-17,EGY,Egypt,ASF,0.591,unverified,media_cluster,media,synthetic
BEACON-0006906,2023-05-17,2023-05-17,MAR,Morocco,ASF,0.458,unverified,media_cluster,official,synthetic
BEACON-0006907,2023-05-23,2023-05-23,NLD,Netherlands,ASF,0.649,unverified,media_cluster,media,synthetic
BEACON-0006908,2023-05-26,2023-05-26,ROU,Romania,ASF,0.17,unverified,media_cluster,media,synthetic
BEACON-0006909,2023-05-27,2023-05-28,BGR,Bulgaria,ASF,0.176,unverified,media_cluster,media,synthetic
BEACON-0006910,2023-05-26,2023-05-28,GEO,Georgia,ASF,0.176,unverified,media_cluster,media;official,synthetic
BEACON-0006911,2023-05-23,2023-05-24,ISR,Israel,ASF,0.632,verified,media_cluster,media,synthetic
BEACON-0006912,2023-05-22,2023-05-22,TUN,Tunisia,ASF,0.651,unverified,media_cluster,media;official,synthetic
BEACON-0006913,2023-05-22,2023-05-23,MAR,Morocco,ASF,0.207,verified,unusual_mortality,field,synthetic
BEACON-0006914,2023-05-22,2023-05-23,MAR,Morocco,ASF,0.586,verified,trade_alert,field,synthetic
BEACON-0006915,2023-05-27,2023-05-29,MAR,Morocco,ASF,0.36,unverified,trade_alert,media,synthetic
BEACON-0006916,2023-06-02,2023-06-03,FRA,France,ASF,0.395,verified,media_cluster,field,synthetic
BEACON-0006917,2023-05-30,2023-05-31,ESP,Spain,ASF,0.37,unverified,trade_alert,media;official,synthetic
BEACON-0006918,2023-06-03,2023-06-03,POL,Poland,ASF,0.504,unverified,media_cluster,media;official,synthetic
BEACON-0006919,2023-05-29,2023-05-30,HUN,Hungary,ASF,0.188,unverified,media_cluster,media,synthetic
BEACON-0006920,2023-06-01,2023-06-03,BGR,Bulgaria,ASF,0.139,unverified,unusual_mortality,media,synthetic
BEACON-0006921,2023-06-01,2023-06-02,SRB,Serbia,ASF,0.32,unverified,media_cluster,media;official,synthetic
BEACON-0006922,2023-06-01,2023-06-02,RUS,Russian Federation,ASF,0.416,verified,unusual_mortality,official,synthetic
BEACON-0006923,2023-06-02,2023-06-02,RUS,Russian Federation,ASF,0.455,verified,media_cluster,official,synthetic
BEACON-0006924,2023-06-02,2023-06-03,RUS,Russian Federation,ASF,0.222,unverified,syndromic,media,synthetic
BEACON-0006925,2023-05-30,2023-06-01,TUR,Türkiye,ASF,0.36,unverified,trade_alert,media,synthetic
BEACON-0006926,2023-05-30,2023-05-30,TUR,Türkiye,ASF,0.6,unverified,syndromic,official,synthetic
BEACON-0006927,2023-06-03,2023-06-03,EGY,Egypt,ASF,0.647,unverified,syndromic,media;official,synthetic
BEACON-0006928,2023-05-31,2023-05-31,MAR,Morocco,ASF,0.339,unverified,media_cluster,media,synthetic
BEACON-0006929,2023-05-30,2023-05-30,MAR,Morocco,ASF,0.316,unverified,unusual_mortality,media,synthetic
BEACON-0006930,2023-06-07,2023-06-08,DEU,Germany,ASF,0.197,verified,unusual_mortality,media;official,synthetic
BEACON-0006931,2023-06-09,2023-06-11,ITA,Italy,ASF,0.672,unverified,media_cluster,media,synthetic
BEACON-0006932,2023-06-05,2023-06-06,POL,Poland,ASF,0.207,unverified,unusual_mortality,official,synthetic
BEACON-0006933,2023-06-08,2023-06-09,ROU,Romania,ASF,0.625,verified,unusual_mortality,media,synthetic
BEACON-0006934,2023-06-08,2023-06-09,ROU,Romania,ASF,0.561,unverified,syndromic,official,synthetic
BEACON-0006935,2023-06-08,2023-06-10,ROU,Romania,ASF,0.323,verified,unusual_mortality,media;official,synthetic
BEACON-0006936,2023-06-10,2023-06-10,ROU,Romania,ASF,0.417,verified,syndromic,official,synthetic
BEACON-0006937,2023-06-09,2023-06-10,UKR,Ukraine,ASF,0.249,verified,media_cluster,media;official,synthetic
BEACON-0006938,2023-06-08,2023-06-10,UKR,Ukraine,ASF,0.413,unverified,media_cluster,media,synthetic
BEACON-0006939,2023-06-09,2023-06-11,MDA,Moldova,ASF,0.851,unverified,unusual_mortality,media,synthetic
BEACON-0006940,2023-06-10,2023-06-10,RUS,Russian Federation,ASF,0.313,unverified,unusual_mortality,media,synthetic
BEACON-0006941,2023-06-07,2023-06-07,TUN,Tunisia,ASF,0.797,verified,unusual_mortality,media,synthetic
BEACON-0006942,2023-06-05,2023-06-06,TUN,Tunisia,ASF,0.297,unverified,media_cluster,official,synthetic
BEACON-0006943,2023-06-16,2023-06-17,DEU,Germany,ASF,0.198,unverified,media_cluster,media,synthetic
BEACON-0006944,2023-06-16,2023-06-17,DEU,Germany,ASF,0.495,unverified,media_cluster,media,synthetic
BEACON-0006945,2023-06-17,2023-06-17,ESP,Spain,ASF,0.343,verified,unusual_mortality,field,synthetic
BEACON-0006946,2023-06-14,2023-06-14,HUN,Hungary,ASF,0.255,verified,trade_alert,media;official,synthetic
BEACON-0006947,2023-06-17,2023-06-17,BGR,Bulgaria,ASF,0.24,unverified,syndromic,media,synthetic
BEACON-0006948,2023-06-16,2023-06-17,GEO,Georgia,ASF,0.49,verified,unusual_mortality,media;official,synthetic
BEACON-0006949,2023-06-16,2023-06-17,TUN,Tunisia,ASF,0.381,unverified,syndromic,official,synthetic
BEACON-0006950,2023-06-24,2023-06-24,FRA,France,ASF,0.634,unverified,media_cluster,media,synthetic
BEACON-0006951,2023-06-24,2023-06-24,ITA,Italy,ASF,0.284,unverified,unusual_mortality,media,synthetic
BEACON-0006952,2023-06-22,2023-06-22,POL,Poland,ASF,0.401,verified,unusual_mortality,media,synthetic
BEACON-0006953,2023-06-23,2023-06-25,POL,Poland,ASF,0.214,verified,media_cluster,media,synthetic
BEACON-0006954,2023-06-23,2023-06-23,HUN,Hungary,ASF,0.663,verified,media_cluster,official,synthetic
BEACON-0006955,2023-06-22,2023-06-24,UKR,Ukraine,ASF,0.962,verified,trade_alert,official,synthetic
BEACON-0006956,2023-06-23,2023-06-24,MDA,Moldova,ASF,0.504,unverified,unusual_mortality,media,synthetic
BEACON-0006957,2023-06-19,2023-06-21,GEO,Georgia,ASF,0.619,unverified,media_cluster,official,synthetic
BEACON-0006958,2023-06-22,2023-06-24,GEO,Georgia,ASF,0.191,unverified,media_cluster,field,synthetic
BEACON-0006959,2023-06-22,2023-06-23,TUN,Tunisia,ASF,0.014,unverified,syndromic,media,synthetic
BEACON-0006960,2023-06-28,2023-06-30,DEU,Germany,ASF,0.55,verified,unusual_mortality,official,synthetic
BEACON-0006961,2023-06-29,2023-06-30,NLD,Netherlands,ASF,0.559,verified,media_cluster,media,synthetic
BEACON-0006962,2023-06-29,2023-06-30,NLD,Netherlands,ASF,0.823,unverified,media_cluster,media;official,synthetic
BEACON-0006963,2023-06-28,2023-06-29,ITA,Italy,ASF,0.74,unverified,trade_alert,media,synthetic
BEACON-0006964,2023-06-26,2023-06-28,ITA,Italy,ASF,0.539,unverified,unusual_mortality,media,synthetic
BEACON-0006965,2023-06-28,2023-06-29,POL,Poland,ASF,0.492,unverified,media_cluster,field,synthetic
BEACON-0006966,2023-06-29,2023-06-29,ROU,Romania,ASF,0.433,unverified,media_cluster,media,synthetic
BEACON-0006967,2023-06-30,2023-06-30,BGR,Bulgaria,ASF,0.93,unverified,syndromic,official,synthetic
BEACON-0006968,2023-06-27,2023-06-28,UKR,Ukraine,ASF,0.584,verified,media_cluster,media,synthetic
BEACON-0006969,2023-06-29,2023-06-29,UKR,Ukraine,ASF,0.829,verified,media_cluster,media,synthetic
BEACON-0006970,2023-06-29,2023-06-29,MDA,Moldova,ASF,0.152,unverified,media_cluster,media;official,synthetic
BEACON-0006971,2023-06-28,2023-06-29,TUR,Türkiye,ASF,0.447,unverified,trade_alert,media,synthetic
BEACON-0006972,2023-06-30,2023-07-02,TUR,Türkiye,ASF,0.764,verified,unusual_mortality,media;official,synthetic
BEACON-0006973,2023-06-28,2023-06-28,ISR,Israel,ASF,0.192,unverified,trade_alert,official,synthetic
BEACON-0006974,2023-06-28,2023-06-29,EGY,Egypt,ASF,0.354,verified,trade_alert,media,synthetic
BEACON-0006975,2023-06-30,2023-07-01,TUN,Tunisia,ASF,0.573,verified,syndromic,media,synthetic
BEACON-0006976,2023-07-04,2023-07-04,BEL,Belgium,ASF,0.186,verified,trade_alert,official,synthetic
BEACON-0006977,2023-07-07,2023-07-08,ESP,Spain,ASF,0.666,verified,unusual_mortality,media,synthetic
BEACON-0006978,2023-07-06,2023-07-08,POL,Poland,ASF,0.795,unverified,media_cluster,media;official,synthetic
BEACON-0006979,2023-07-03,2023-07-03,HUN,Hungary,ASF,0.531,unverified,media_cluster,media,synthetic
BEACON-0006980,2023-07-03,2023-07-03,HUN,Hungary,ASF,0.346,unverified,media_cluster,media,synthetic
BEACON-0006981,2023-07-04,2023-07-04,HUN,Hungary,ASF,0.477,verified,media_cluster,media;official,synthetic
BEACON-0006982,2023-07-04,2023-07-04,ROU,Romania,ASF,0.68,unverified,unusual_mortality,media,synthetic
BEACON-0006983,2023-07-04,2023-07-05,ROU,Romania,ASF,0.469,verified,media_cluster,media;official,synthetic
BEACON-0006984,2023-07-03,2023-07-03,BGR,Bulgaria,ASF,0.019,unverified,media_cluster,media,synthetic
BEACON-0006985,2023-07-08,2023-07-10,RUS,Russian Federation,ASF,0.143,unverified,media_cluster,official,synthetic
BEACON-0006986,2023-07-06,2023-07-08,RUS,Russian Federation,ASF,0.476,verified,unusual_mortality,media,synthetic
BEACON-0006987,2023-07-07,2023-07-08,TUR,Türkiye,ASF,0.771,unverified,syndromic,media,synthetic
BEACON-0006988,2023-07-04,2023-07-06,GEO,Georgia,ASF,0.238,unverified,trade_alert,media,synthetic
BEACON-0006989,2023-07-03,2023-07-04,ISR,Israel,ASF,0.722,unverified,unusual_mortality,official,synthetic
BEACON-0006990,2023-07-07,2023-07-08,MAR,Morocco,ASF,0.25,unverified,media_cluster,media,synthetic
BEACON-0006991,2023-07-04,2023-07-05,MAR,Morocco,ASF,0.527,unverified,media_cluster,media,synthetic
BEACON-0006992,2023-07-14,2023-07-14,NLD,Netherlands,ASF,0.514,unverified,media_cluster,media,synthetic
BEACON-0006993,2023-07-13,2023-07-13,NLD,Netherlands,ASF,0.562,verified,syndromic,media,synthetic
BEACON-0006994,2023-07-13,2023-07-13,BEL,Belgium,ASF,0.376,unverified,syndromic,media;official,synthetic
BEACON-0006995,2023-07-13,2023-07-14,ITA,Italy,ASF,0.133,verified,unusual_mortality,media;official,synthetic
BEACON-0006996,2023-07-10,2023-07-10,ITA,Italy,ASF,0.323,unverified,media_cluster,field,synthetic
BEACON-0006997,2023-07-12,2023-07-14,ITA,Italy,ASF,0.642,verified,media_cluster,media,synthetic
BEACON-0006998,2023-07-15,2023-07-16,POL,Poland,ASF,0.188,unverified,unusual_mortality,official,synthetic
BEACON-0006999,2023-07-12,2023-07-14,POL,Poland,ASF,0.477,verified,media_cluster,official,synthetic
BEACON-0007000,2023-07-10,2023-07-12,HUN,Hungary,ASF,0.699,verified,unusual_mortality,media,synthetic
BEACON-0007001,2023-07-11,2023-07-11,SRB,Serbia,ASF,0.647,unverified,media_cluster,media;official,synthetic
BEACON-0007002,2023-07-10,2023-07-11,UKR,Ukraine,ASF,0.278,unverified,syndromic,media;official,synthetic
BEACON-0007003,2023-07-12,2023-07-14,MDA,Moldova,ASF,0.366,unverified,media_cluster,media,synthetic
BEACON-0007004,2023-07-14,2023-07-16,RUS,Russian Federation,ASF,0.449,verified,media_cluster,media,synthetic
BEACON-0007005,2023-07-15,2023-07-15,EGY,Egypt,ASF,0.23,verified,unusual_mortality,media;official,synthetic
BEACON-0007006,2023-07-13,2023-07-13,MAR,Morocco,ASF,0.283,unverified,syndromic,media,synthetic
BEACON-0007007,2023-07-17,2023-07-18,DEU,Germany,ASF,0.105,verified,media_cluster,media,synthetic
BEACON-0007008,2023-07-19,2023-07-20,DEU,Germany,ASF,0.442,unverified,unusual_mortality,field,synthetic
BEACON-0007009,2023-07-21,2023-07-21,BGR,Bulgaria,ASF,0.781,unverified,trade_alert,field,synthetic
BEACON-0007010,2023-07-20,2023-07-22,SRB,Serbia,ASF,0.221,unverified,media_cluster,media;official,synthetic
BEACON-0007011,2023-07-22,2023-07-22,UKR,Ukraine,ASF,0.607,verified,trade_alert,media;official,synthetic
BEACON-0007012,2023-07-22,2023-07-22,RUS,Russian Federation,ASF,0.344,unverified,unusual_mortality,media,synthetic
BEACON-0007013,2023-07-20,2023-07-21,GEO,Georgia,ASF,0.297,unverified,trade_alert,media;official,synthetic
BEACON-0007014,2023-07-17,2023-07-18,ISR,Israel,ASF,0.636,unverified,syndromic,field,synthetic
BEACON-0007015,2023-07-17,2023-07-18,EGY,Egypt,ASF,0.309,unverified,unusual_mortality,media,synthetic
BEACON-0007016,2023-07-18,2023-07-19,MAR,Morocco,ASF,0.701,verified,unusual_mortality,media;official,synthetic
BEACON-0007017,2023-07-17,2023-07-19,MAR,Morocco,ASF,0.138,verified,unusual_mortality,media,synthetic
BEACON-0007018,2023-07-25,2023-07-25,BEL,Belgium,ASF,0.317,unverified,syndromic,media,synthetic
BEACON-0007019,2023-07-25,2023-07-26,POL,Poland,ASF,0.298,verified,unusual_mortality,official,synthetic
BEACON-0007020,2023-07-28,2023-07-29,BGR,Bulgaria,ASF,0.726,verified,trade_alert,media;official,synthetic
BEACON-0007021,2023-07-26,2023-07-28,SRB,Serbia,ASF,0.593,verified,media_cluster,official,synthetic
BEACON-0007022,2023-07-24,2023-07-26,RUS,Russian Federation,ASF,0.849,unverified,media_cluster,media;official,synthetic
BEACON-0007023,2023-07-25,2023-07-27,TUR,Türkiye,ASF,0.307,unverified,unusual_mortality,official,synthetic
BEACON-0007024,2023-07-29,2023-07-31,GEO,Georgia,ASF,0.557,unverified,syndromic,media,synthetic
BEACON-0007025,2023-07-24,2023-07-25,MAR,Morocco,ASF,0.04,unverified,media_cluster,field,synthetic
BEACON-0007026,2023-08-03,2023-08-05,ITA,Italy,ASF,0.965,verified,media_cluster,media;official,synthetic
BEACON-0007027,2023-08-01,2023-08-03,ITA,Italy,ASF,0.373,unverified,unusual_mortality,media,synthetic
BEACON-0007028,2023-08-04,2023-08-05,ESP,Spain,ASF,0.772,verified,media_cluster,media,synthetic
BEACON-0007029,2023-08-05,2023-08-07,POL,Poland,ASF,0.462,unverified,unusual_mortality,media,synthetic
BEACON-0007030,2023-08-01,2023-08-02,POL,Poland,ASF,0.746,unverified,unusual_mortality,field,synthetic
BEACON-0007031,2023-08-05,2023-08-05,HUN,Hungary,ASF,0.231,verified,syndromic,media,synthetic
BEACON-0007032,2023-08-05,2023-08-05,BGR,Bulgaria,ASF,0.416,verified,unusual_mortality,official,synthetic
BEACON-0007033,2023-08-04,2023-08-04,MDA,Moldova,ASF,0.143,unverified,unusual_mortality,media;official,synthetic
BEACON-0007034,2023-08-03,2023-08-03,RUS,Russian Federation,ASF,0.514,unverified,unusual_mortality,media;official,synthetic
BEACON-0007035,2023-08-04,2023-08-06,TUR,Türkiye,ASF,0.469,verified,media_cluster,official,synthetic
BEACON-0007036,2023-08-03,2023-08-04,TUR,Türkiye,ASF,0.618,unverified,unusual_mortality,media,synthetic
BEACON-0007037,2023-08-02,2023-08-02,TUR,Türkiye,ASF,0.274,unverified,media_cluster,media;official,synthetic
BEACON-0007038,2023-08-01,2023-08-01,TUR,Türkiye,ASF,0.797,unverified,unusual_mortality,media,synthetic
BEACON-0007039,2023-08-02,2023-08-04,GEO,Georgia,ASF,0.287,verified,syndromic,media;official,synthetic
BEACON-0007040,2023-08-04,2023-08-04,GEO,Georgia,ASF,0.712,unverified,trade_alert,media,synthetic
BEACON-0007041,2023-07-31,2023-08-01,EGY,Egypt,ASF,0.597,unverified,syndromic,media,synthetic
BEACON-0007042,2023-08-02,2023-08-04,EGY,Egypt,ASF,0.24,unverified,syndromic,media,synthetic
BEACON-0007043,2023-08-11,2023-08-13,FRA,France,ASF,0.361,unverified,media_cluster,media,synthetic
BEACON-0007044,2023-08-08,2023-08-10,BEL,Belgium,ASF,0.548,verified,media_cluster,media;official,synthetic
BEACON-0007045,2023-08-07,2023-08-09,BEL,Belgium,ASF,0.504,verified,unusual_mortality,media,synthetic
BEACON-0007046,2023-08-11,2023-08-12,POL,Poland,ASF,0.406,unverified,syndromic,media;official,synthetic
BEACON-0007047,2023-08-09,2023-08-11,HUN,Hungary,ASF,0.658,unverified,media_cluster,official,synthetic
BEACON-0007048,2023-08-09,2023-08-10,HUN,Hungary,ASF,0.573,unverified,media_cluster,media,synthetic
BEACON-0007049,2023-08-09,2023-08-09,BGR,Bulgaria,ASF,0.388,unverified,trade_alert,media,synthetic
BEACON-0007050,2023-08-08,2023-08-08,SRB,Serbia,ASF,0.136,verified,media_cluster,media,synthetic
BEACON-0007051,2023-08-07,2023-08-08,RUS,Russian Federation,ASF,0.111,unverified,unusual_mortality,media;official,synthetic
BEACON-0007052,2023-08-08,2023-08-09,TUR,Türkiye,ASF,0.5,unverified,media_cluster,official,synthetic
BEACON-0007053,2023-08-08,2023-08-09,MAR,Morocco,ASF,0.576,unverified,unusual_mortality,media,synthetic
BEACON-0007054,2023-08-14,2023-08-15,NLD,Netherlands,ASF,0.539,verified,media_cluster,official,synthetic
BEACON-0007055,2023-08-14,2023-08-15,NLD,Netherlands,ASF,0.617,unverified,trade_alert,media,synthetic
BEACON-0007056,2023-08-19,2023-08-20,ITA,Italy,ASF,0.813,unverified,media_cluster,media,synthetic
BEACON-0007057,2023-08-18,2023-08-20,ESP,Spain,ASF,0.256,verified,unusual_mortality,official,synthetic
BEACON-0007058,2023-08-16,2023-08-18,POL,Poland,ASF,0.473,unverified,media_cluster,official,synthetic
BEACON-0007059,2023-08-14,2023-08-15,POL,Poland,ASF,0.869,verified,trade_alert,media;official,synthetic
BEACON-0007060,2023-08-18,2023-08-19,UKR,Ukraine,ASF,0.224,verified,unusual_mortality,field,synthetic
BEACON-0007061,2023-08-17,2023-08-17,MDA,Moldova,ASF,0.155,unverified,unusual_mortality,media,synthetic
BEACON-0007062,2023-08-17,2023-08-17,RUS,Russian Federation,ASF,0.491,verified,media_cluster,media,synthetic
BEACON-0007063,2023-08-17,2023-08-17,TUR,Türkiye,ASF,0.557,unverified,media_cluster,media,synthetic
BEACON-0007064,2023-08-15,2023-08-16,TUR,Türkiye,ASF,0.434,unverified,unusual_mortality,official,synthetic
BEACON-0007065,2023-08-14,2023-08-16,GEO,Georgia,ASF,0.479,verified,unusual_mortality,media;official,synthetic
BEACON-0007066,2023-08-14,2023-08-14,ISR,Israel,ASF,0.424,verified,media_cluster,official,synthetic
BEACON-0007067,2023-08-18,2023-08-19,EGY,Egypt,ASF,0.417,unverified,media_cluster,media,synthetic
BEACON-0007068,2023-08-15,2023-08-17,TUN,Tunisia,ASF,0.764,unverified,trade_alert,media,synthetic
BEACON-0007069,2023-08-19,2023-08-21,TUN,Tunisia,ASF,0.975,verified,unusual_mortality,media,synthetic
BEACON-0007070,2023-08-18,2023-08-19,MAR,Morocco,ASF,0.606,unverified,media_cluster,media;official,synthetic
BEACON-0007071,2023-08-16,2023-08-18,MAR,Morocco,ASF,0.537,unverified,media_cluster,media,synthetic
BEACON-0007072,2023-08-24,2023-08-26,DEU,Germany,ASF,0.475,verified,syndromic,media,synthetic
BEACON-0007073,2023-08-22,2023-08-24,DEU,Germany,ASF,0.641,unverified,syndromic,media,synthetic
BEACON-0007074,2023-08-26,2023-08-28,NLD,Netherlands,ASF,0.226,unverified,media_cluster,media,synthetic
BEACON-0007075,2023-08-23,2023-08-25,ROU,Romania,ASF,0.668,verified,unusual_mortality,official,synthetic
BEACON-0007076,2023-08-23,2023-08-23,UKR,Ukraine,ASF,0.762,unverified,syndromic,field,synthetic
BEACON-0007077,2023-08-25,2023-08-25,UKR,Ukraine,ASF,0.616,verified,media_cluster,media;official,synthetic
BEACON-0007078,2023-08-26,2023-08-27,TUR,Türkiye,ASF,0.441,verified,media_cluster,media,synthetic
BEACON-0007079,2023-08-21,2023-08-21,TUR,Türkiye,ASF,0.691,unverified,unusual_mortality,media;official,synthetic
