alert_id,published_date,iso3,country,disease_code,latitude,longitude,feed,duplicate_of_feed_item,headline,data_realism
HM-0012208,2024-07-30,BGR,Bulgaria,ASF,43.481,26.627,news,False,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0012209,2024-08-03,SRB,Serbia,ASF,44.307,20.121,social,True,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012210,2024-08-03,SRB,Serbia,ASF,42.715,20.361,social,True,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012211,2024-07-30,SRB,Serbia,ASF,42.777,20.522,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012212,2024-08-01,SRB,Serbia,ASF,42.754,21.672,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012213,2024-08-04,UKR,Ukraine,ASF,45.23,29.305,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012214,2024-08-02,UKR,Ukraine,ASF,47.523,31.482,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012215,2024-08-02,MDA,Moldova,ASF,47.211,28.181,news,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012216,2024-08-03,MDA,Moldova,ASF,47.854,29.071,official,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012217,2024-08-02,RUS,Russian Federation,ASF,53.631,39.123,news,True,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012218,2024-08-02,RUS,Russian Federation,ASF,53.831,45.193,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012219,2024-08-02,RUS,Russian Federation,ASF,52.526,43.352,social,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012220,2024-08-03,RUS,Russian Federation,ASF,58.042,36.193,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012221,2024-07-30,TUR,Türkiye,ASF,40.211,30.001,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0012222,2024-07-31,TUR,Türkiye,ASF,41.733,38.435,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0012223,2024-08-04,TUR,Türkiye,ASF,40.973,37.05,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0012224,2024-08-02,GEO,Georgia,ASF,43.063,43.988,official,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0012225,2024-08-02,GEO,Georgia,ASF,41.403,43.581,social,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0012226,2024-07-30,GEO,Georgia,ASF,42.863,42.359,official,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0012227,2024-07-31,EGY,Egypt,ASF,29.457,32.707,news,True,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0012228,2024-07-29,MAR,Morocco,ASF,29.084,-9.018,official,True,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012229,2024-08-01,MAR,Morocco,ASF,31.151,-10.693,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012230,2024-07-31,MAR,Morocco,ASF,30.14,-3.689,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012231,2024-08-08,FRA,France,ASF,45.369,-1.013,news,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0012232,2024-08-11,FRA,France,ASF,44.912,6.268,official,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0012233,2024-08-09,FRA,France,ASF,45.684,3.539,news,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0012234,2024-08-09,DEU,Germany,ASF,50.115,14.884,news,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012235,2024-08-08,DEU,Germany,ASF,50.926,12.573,official,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012236,2024-08-10,DEU,Germany,ASF,51.609,5.885,news,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012237,2024-08-10,DEU,Germany,ASF,49.829,11.971,official,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012238,2024-08-10,NLD,Netherlands,ASF,51.68,4.741,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012239,2024-08-08,NLD,Netherlands,ASF,51.841,6.292,news,True,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012240,2024-08-09,NLD,Netherlands,ASF,52.931,5.684,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012241,2024-08-06,ITA,Italy,ASF,44.451,13.247,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0012242,2024-08-08,ITA,Italy,ASF,41.699,12.867,official,True,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0012243,2024-08-08,ITA,Italy,ASF,42.253,12.307,official,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0012244,2024-08-09,ITA,Italy,ASF,44.665,14.456,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0012245,2024-08-05,ESP,Spain,ASF,40.898,-1.865,news,False,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0012246,2024-08-08,ESP,Spain,ASF,38.675,-3.593,news,False,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0012247,2024-08-05,ESP,Spain,ASF,39.533,-8.035,official,True,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0012248,2024-08-11,POL,Poland,ASF,50.026,17.962,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012249,2024-08-09,POL,Poland,ASF,53.021,16.119,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012250,2024-08-09,POL,Poland,ASF,51.544,18.663,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012251,2024-08-06,POL,Poland,ASF,53.506,15.889,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012252,2024-08-07,POL,Poland,ASF,50.048,21.031,social,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012253,2024-08-11,HUN,Hungary,ASF,46.8,21.354,news,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012254,2024-08-10,HUN,Hungary,ASF,46.15,19.075,official,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012255,2024-08-11,HUN,Hungary,ASF,47.357,17.721,news,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012256,2024-08-05,HUN,Hungary,ASF,47.757,21.533,news,True,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012257,2024-08-08,ROU,Romania,ASF,47.535,27.173,social,True,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012258,2024-08-05,ROU,Romania,ASF,46.935,24.887,news,True,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012259,2024-08-05,ROU,Romania,ASF,45.905,22.413,official,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012260,2024-08-11,ROU,Romania,ASF,47.23,26.673,official,True,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012261,2024-08-05,ROU,Romania,ASF,47.277,22.456,news,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012262,2024-08-06,BGR,Bulgaria,ASF,43.797,25.742,news,True,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0012263,2024-08-05,SRB,Serbia,ASF,45.162,20.944,news,True,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012264,2024-08-07,SRB,Serbia,ASF,43.303,19.54,official,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012265,2024-08-10,SRB,Serbia,ASF,42.6,20.904,social,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012266,2024-08-08,SRB,Serbia,ASF,43.188,19.539,news,True,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012267,2024-08-06,SRB,Serbia,ASF,44.26,22.156,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012268,2024-08-05,SRB,Serbia,ASF,43.862,20.152,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012269,2024-08-11,SRB,Serbia,ASF,43.439,18.955,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012270,2024-08-06,UKR,Ukraine,ASF,50.805,26.599,news,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012271,2024-08-06,UKR,Ukraine,ASF,50.454,33.484,official,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012272,2024-08-09,UKR,Ukraine,ASF,51.376,28.776,official,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012273,2024-08-11,UKR,Ukraine,ASF,51.67,27.63,news,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012274,2024-08-09,UKR,Ukraine,ASF,48.94,32.025,social,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012275,2024-08-05,UKR,Ukraine,ASF,48.528,30.529,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012276,2024-08-11,UKR,Ukraine,ASF,45.908,35.209,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012277,2024-08-10,MDA,Moldova,ASF,47.091,29.733,official,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012278,2024-08-06,MDA,Moldova,ASF,46.443,28.805,news,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012279,2024-08-05,MDA,Moldova,ASF,46.749,28.594,news,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012280,2024-08-05,MDA,Moldova,ASF,47.001,28.796,news,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012281,2024-08-07,MDA,Moldova,ASF,46.789,29.659,social,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012282,2024-08-10,MDA,Moldova,ASF,46.552,29.185,official,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012283,2024-08-11,MDA,Moldova,ASF,47.226,27.409,social,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012284,2024-08-08,RUS,Russian Federation,ASF,56.506,51.159,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012285,2024-08-06,RUS,Russian Federation,ASF,56.469,48.08,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012286,2024-08-11,RUS,Russian Federation,ASF,54.633,43.565,official,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012287,2024-08-11,RUS,Russian Federation,ASF,56.222,43.58,news,True,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012288,2024-08-08,TUR,Türkiye,ASF,40.352,31.713,news,True,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0012289,2024-08-07,GEO,Georgia,ASF,43.196,42.683,news,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0012290,2024-08-08,ISR,Israel,ASF,31.968,35.576,news,False,[SYNTHETIC] ASF signal near Israel,synthetic
HM-0012291,2024-08-06,MAR,Morocco,ASF,31.489,-3.967,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012292,2024-08-05,MAR,Morocco,ASF,31.422,-3.374,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012293,2024-08-09,MAR,Morocco,ASF,34.796,-7.054,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012294,2024-08-07,MAR,Morocco,ASF,33.005,-10.664,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012295,2024-08-15,FRA,France,ASF,49.628,2.586,official,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0012296,2024-08-16,FRA,France,ASF,49.156,6.163,news,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0012297,2024-08-14,DEU,Germany,ASF,51.372,14.354,news,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012298,2024-08-15,DEU,Germany,ASF,50.908,13.158,news,True,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012299,2024-08-14,DEU,Germany,ASF,50.326,9.827,news,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012300,2024-08-13,DEU,Germany,ASF,52.379,12.446,social,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012301,2024-08-15,DEU,Germany,ASF,48.327,11.457,news,True,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012302,2024-08-16,NLD,Netherlands,ASF,52.833,4.49,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012303,2024-08-16,NLD,Netherlands,ASF,52.138,5.459,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012304,2024-08-14,BEL,Belgium,ASF,50.157,4.262,news,False,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0012305,2024-08-14,BEL,Belgium,ASF,50.46,3.42,news,True,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0012306,2024-08-18,BEL,Belgium,ASF,50.743,4.105,news,True,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0012307,2024-08-15,ITA,Italy,ASF,43.225,10.101,news,True,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0012308,2024-08-18,ITA,Italy,ASF,44.996,12.629,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0012309,2024-08-15,ESP,Spain,ASF,40.378,-4.138,news,True,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0012310,2024-08-17,POL,Poland,ASF,53.488,17.278,official,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012311,2024-08-15,POL,Poland,ASF,49.618,21.176,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012312,2024-08-17,POL,Poland,ASF,52.263,18.116,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012313,2024-08-14,POL,Poland,ASF,52.205,23.678,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012314,2024-08-18,POL,Poland,ASF,51.221,19.375,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012315,2024-08-14,POL,Poland,ASF,50.162,18.962,social,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012316,2024-08-12,POL,Poland,ASF,53.761,15.722,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012317,2024-08-12,POL,Poland,ASF,52.467,18.924,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012318,2024-08-14,POL,Poland,ASF,49.532,18.182,social,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012319,2024-08-12,POL,Poland,ASF,54.17,20.143,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012320,2024-08-13,POL,Poland,ASF,51.493,17.777,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012321,2024-08-16,POL,Poland,ASF,53.435,18.482,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012322,2024-08-12,POL,Poland,ASF,49.853,20.014,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012323,2024-08-13,POL,Poland,ASF,54.216,18.655,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012324,2024-08-14,HUN,Hungary,ASF,47.148,21.75,social,True,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012325,2024-08-17,HUN,Hungary,ASF,46.249,18.375,official,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012326,2024-08-18,HUN,Hungary,ASF,47.703,21.163,news,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012327,2024-08-17,HUN,Hungary,ASF,48.177,18.318,news,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012328,2024-08-13,HUN,Hungary,ASF,46.354,18.935,official,True,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012329,2024-08-17,ROU,Romania,ASF,45.381,21.96,news,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012330,2024-08-13,BGR,Bulgaria,ASF,43.085,24.131,news,False,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0012331,2024-08-16,SRB,Serbia,ASF,44.361,20.136,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012332,2024-08-18,SRB,Serbia,ASF,42.574,20.563,social,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012333,2024-08-18,SRB,Serbia,ASF,44.094,21.722,official,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012334,2024-08-17,SRB,Serbia,ASF,45.123,19.671,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012335,2024-08-15,SRB,Serbia,ASF,43.845,19.424,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012336,2024-08-16,SRB,Serbia,ASF,43.813,22.581,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012337,2024-08-13,SRB,Serbia,ASF,43.545,19.681,news,True,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012338,2024-08-14,SRB,Serbia,ASF,44.615,20.587,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012339,2024-08-17,UKR,Ukraine,ASF,46.692,32.132,news,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012340,2024-08-13,UKR,Ukraine,ASF,47.278,28.486,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012341,2024-08-12,UKR,Ukraine,ASF,48.134,27.853,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012342,2024-08-13,UKR,Ukraine,ASF,50.776,31.826,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012343,2024-08-16,UKR,Ukraine,ASF,51.362,31.247,social,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012344,2024-08-12,MDA,Moldova,ASF,47.45,27.205,news,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012345,2024-08-15,MDA,Moldova,ASF,46.859,27.913,news,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012346,2024-08-15,MDA,Moldova,ASF,47.475,29.249,official,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012347,2024-08-12,MDA,Moldova,ASF,46.411,27.958,news,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012348,2024-08-12,MDA,Moldova,ASF,47.012,29.273,news,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012349,2024-08-18,RUS,Russian Federation,ASF,50.208,45.841,official,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012350,2024-08-13,TUR,Türkiye,ASF,42.11,38.392,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0012351,2024-08-13,TUR,Türkiye,ASF,42.117,33.471,official,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0012352,2024-08-13,TUR,Türkiye,ASF,34.965,34.308,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0012353,2024-08-18,TUN,Tunisia,ASF,35.046,10.274,official,True,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0012354,2024-08-18,TUN,Tunisia,ASF,34.571,11.702,news,True,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0012355,2024-08-18,TUN,Tunisia,ASF,35.041,9.217,news,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0012356,2024-08-17,MAR,Morocco,ASF,31.433,-9.749,news,True,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012357,2024-08-18,MAR,Morocco,ASF,32.19,-7.129,social,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012358,2024-08-24,FRA,France,ASF,44.431,2.06,news,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0012359,2024-08-23,FRA,France,ASF,48.494,3.422,news,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0012360,2024-08-21,FRA,France,ASF,45.718,-2.051,news,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0012361,2024-08-20,FRA,France,ASF,45.479,5.724,news,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0012362,2024-08-24,DEU,Germany,ASF,49.754,12.776,official,True,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012363,2024-08-20,DEU,Germany,ASF,53.787,12.844,official,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012364,2024-08-20,DEU,Germany,ASF,49.674,12.55,news,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012365,2024-08-22,DEU,Germany,ASF,53.192,12.298,official,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012366,2024-08-19,NLD,Netherlands,ASF,52.391,5.296,news,True,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012367,2024-08-24,BEL,Belgium,ASF,50.202,5.596,news,False,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0012368,2024-08-20,BEL,Belgium,ASF,50.488,3.344,news,False,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0012369,2024-08-22,ITA,Italy,ASF,43.886,9.625,social,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0012370,2024-08-19,ESP,Spain,ASF,39.261,-6.069,social,True,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0012371,2024-08-25,ESP,Spain,ASF,38.207,-0.759,news,True,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0012372,2024-08-24,POL,Poland,ASF,49.903,18.248,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012373,2024-08-25,POL,Poland,ASF,54.24,16.915,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012374,2024-08-21,POL,Poland,ASF,53.0,22.444,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012375,2024-08-25,POL,Poland,ASF,54.097,17.648,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012376,2024-08-20,POL,Poland,ASF,49.683,18.178,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0012377,2024-08-25,HUN,Hungary,ASF,48.038,20.43,news,True,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0012378,2024-08-20,ROU,Romania,ASF,46.776,25.703,official,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012379,2024-08-20,ROU,Romania,ASF,43.738,25.83,news,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012380,2024-08-23,ROU,Romania,ASF,45.134,27.925,news,True,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012381,2024-08-20,ROU,Romania,ASF,48.312,24.622,news,True,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012382,2024-08-25,ROU,Romania,ASF,44.572,25.574,news,True,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0012383,2024-08-20,BGR,Bulgaria,ASF,42.394,24.425,news,False,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0012384,2024-08-23,SRB,Serbia,ASF,43.11,20.453,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012385,2024-08-20,SRB,Serbia,ASF,43.574,21.142,social,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012386,2024-08-22,SRB,Serbia,ASF,43.275,19.166,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012387,2024-08-20,SRB,Serbia,ASF,43.666,20.596,news,True,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012388,2024-08-24,SRB,Serbia,ASF,44.943,20.527,news,True,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0012389,2024-08-19,UKR,Ukraine,ASF,48.493,34.291,social,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0012390,2024-08-24,MDA,Moldova,ASF,47.278,28.534,news,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012391,2024-08-20,MDA,Moldova,ASF,47.481,28.101,news,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0012392,2024-08-21,RUS,Russian Federation,ASF,52.236,49.776,official,True,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012393,2024-08-21,RUS,Russian Federation,ASF,54.277,37.951,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012394,2024-08-23,RUS,Russian Federation,ASF,60.21,45.85,social,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0012395,2024-08-20,TUR,Türkiye,ASF,38.295,40.414,official,True,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0012396,2024-08-25,TUR,Türkiye,ASF,35.497,38.78,news,True,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0012397,2024-08-20,GEO,Georgia,ASF,41.274,42.764,official,True,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0012398,2024-08-22,GEO,Georgia,ASF,41.225,43.908,news,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0012399,2024-08-20,GEO,Georgia,ASF,42.622,42.123,news,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0012400,2024-08-25,ISR,Israel,ASF,31.905,34.395,social,False,[SYNTHETIC] ASF signal near Israel,synthetic
HM-0012401,2024-08-19,EGY,Egypt,ASF,25.301,30.946,news,True,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0012402,2024-08-24,MAR,Morocco,ASF,31.277,-6.878,official,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0012403,2024-08-31,FRA,France,ASF,45.955,5.762,social,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0012404,2024-08-30,FRA,France,ASF,43.883,2.34,news,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0012405,2024-08-26,FRA,France,ASF,49.583,0.821,news,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0012406,2024-09-01,DEU,Germany,ASF,51.928,10.894,news,True,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012407,2024-08-27,DEU,Germany,ASF,53.083,11.489,news,True,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012408,2024-08-31,DEU,Germany,ASF,50.466,7.898,social,True,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012409,2024-08-29,DEU,Germany,ASF,50.675,13.784,news,True,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012410,2024-08-29,DEU,Germany,ASF,53.875,8.772,news,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0012411,2024-09-01,NLD,Netherlands,ASF,52.972,6.686,news,True,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012412,2024-08-31,NLD,Netherlands,ASF,52.037,4.097,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012413,2024-08-27,NLD,Netherlands,ASF,51.875,6.233,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012414,2024-08-26,NLD,Netherlands,ASF,51.647,4.67,official,True,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012415,2024-08-30,NLD,Netherlands,ASF,51.882,4.441,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0012416,2024-08-30,BEL,Belgium,ASF,50.274,5.618,news,True,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0012417,2024-08-30,BEL,Belgium,ASF,50.727,5.321,news,False,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0012418,2024-08-28,BEL,Belgium,ASF,50.644,5.924,official,False,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0012419,2024-08-27,BEL,Belgium,ASF,50.662,3.753,news,False,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0012420,2024-08-30,ITA,Italy,ASF,44.986,13.319,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0012421,2024-08-28,ITA,Italy,ASF,43.39,9.329,news,True,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0012422,2024-08-26,ITA,Italy,ASF,41.896,10.81,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
